用户名,评论时间,IP属地,评论分数,有用数量,短评内容
Panda的影音,2011-08-15 15:30:05,,5星,22,曾几何时，中国动画也走在世界前茅！---《大闹天宫》是一部带有强烈民族装饰风格的动画片。人物造型及场景设计汲取了古代壁画、皮影戏及年画、门画等民间工艺美术的特点，人物造型借鉴了京剧脸谱艺术，表演动作汲取了京剧表演的长处，更突出了这部动画片的民族风格。-中国电影博物馆 -2014.04.23：心想，要是影博-6号厅-大银幕放映的是经典无比的老版《大闹天宫》，而我不去看的话，心里肯定会非常遗憾。于是乎，我还是逼晚睡又疲惫的自己早起大老远赶去博物馆，果然，放映的确实是如我预想的“上下集”版。虽然不确定放映的是否为胶片版，但很多片段是缺失的，尤其是“下集”，剧情跳跃十分明显；虽然如今才注意到电影没有环境音等音效，但那如神一般存在的配乐却极佳地弥补了这些空白，太给力了！… → 2015.05.01：第1次给小朋友们播放这部动画电影。
root,2023-06-18 19:02:47,四川,5星,18,孙悟空职场反霸凌这片子封神之处在于结局，没有如来佛祖来压他，是非常具有反抗精神的佳作
苏幼,2017-04-30 17:11:53,,4星,24,好看！！好看！！好看！！，重要的事情说三遍！
晚不安,2020-10-06 17:01:20,,5星,15,重看。只节录西游记中“大闹天宫”一节，从戏曲和古典绘画中汲取灵感，细致地描绘天上人间百般景象，生于经典又长成了经典。极写天庭的哄骗和欺压，衬出猴子的威武和叛逆，最后也断然没有迎来一个反转，不铺开西行-被规训的故事，就停留在这一次属于个体的彻底的胜利与荣耀之中。于是那只冥顽不灵的猴子，就在中国动画的深处站成了不朽的齐天大圣，擎天立地，不可一世，在千千万万动画人心中埋下火种，这其中有一位叫手冢治虫。
adakenndy,2016-01-07 19:20:18,,5星,38,据说当年宫崎骏就是看了中国的齐天大圣才下决心干动画的！每个人都象孙大圣那样一身本领，以为生活该是怎样，但时光飞逝，我们也像大圣那样终于变成了悟空，之后哪，之后，就是另一部电影了。
卡比巴拉的海,2017-04-09 20:47:02,,5星,40,经典之作，历久弥新
元宝宝,2017-04-30 20:06:39,,4星,12,中国动画片史上里程碑式的作品！
ᥫ᭡້໌,2017-02-10 11:19:58,,5星,17,以前的中国动画别有自己的风格，却走了下坡路
我不绝望,2006-11-12 22:35:11,,5星,23,中国动画的顶峰。
彌張,2009-08-11 00:08:27,,5星,17,当年传统的画工，老一辈经典配音，看看这些令人颤抖的声音（邱岳峰 / 富润生 / 毕克 / 尚华 / 于鼎 / 李梓 / 刘广宁）再也不会有了。我爸迷这只猴子迷了一辈子
掉线,2013-05-12 14:06:14,,4星,11,虽然年纪很小，但是对于画面和配乐还是能够感受到震撼，这才是真正具有中国文化的动画，虽然可能它并不适合当下
大奇特(Grinch),2019-06-22 13:42:03,,5星,12,上海大光明重温114分钟修复版，本届观影过程最舒服、放松的一部。
昵称被占不开心,2017-04-10 17:09:21,,5星,16,国产动画顶峰作品
你叠语重心长,2017-04-11 14:31:15,,5星,6,可以说非常厉害了。
Helicopter,2020-08-30 13:52:46,,5星,6,《大闹建制》还以妖猴大胜、天庭捣毁为结束，反了，反了。这弥久历新的寓言呐。每个角色生气时的表情都好生动。与二郎神之战，无论原著的构思又或动画呈现，都是文化遗产。看这花果山皮色各异的猴子，可是早早懂得diversity😂
123456昵称,2016-12-05 11:41:16,,5星,8,在当时，制作出如此精良，太厉害了，五星
等一个人,2009-03-05 18:44:40,,未评分,7,算是动画启蒙之一
[己注销],2010-01-21 18:20:52,,5星,7,终于看了法国二区修复版的，全长110分钟（比原来多了20分钟），太过瘾了！（《人参果》和《金猴降妖》是本片的续作。）
xiaonanhappy,2011-01-23 11:09:06,,3星,0,这个真算是我们国产动画最经典的篇章了！
蓝色啄木鸟,2017-04-18 18:52:22,,5星,7,原汁原味，中国传统动画片的经典力作。
杨大志°,2017-04-24 23:33:45,,4星,10,61年的动画放到现在看也是很棒的了
旺仔小馒头,2013-04-24 16:41:37,,5星,2,无需评价。
柯里昂,2016-01-11 15:02:21,,4星,11,还是手绘有意思
焚紙樓,2019-06-22 23:31:46,,4星,12,想起前老闆給李瀚祥電影下過的一個形容：巴洛克式東方。
薄荷,2017-04-10 19:17:27,,5星,9,很经典制作很用心的动画片，当今国产动画真的在倒退啊
武侠小王子,2009-08-27 09:32:49,,5星,2,经典无以复加。
夏日的小西瓜,2022-12-18 23:26:58,上海,4星,3,童年回忆。蟠桃园里的桃子真是又大又红的诱人。
徐若风,2012-10-20 15:20:53,,5星,10,中国动画的巅峰。
未命名搪瓷🌈,2022-01-20 13:00:28,,5星,8,影片最后停留在齐天大圣砸毁凌霄殿、回到花果山的结局上，和原作中他被如来佛祖压在五指山下的结局不同，自然多了一份荣光。而这份荣光也属于这个时代的中国美术片——1961年，在《大闹天宫》诞生的年代，迪士尼拍出了他们的第十七部动画动画长片《101忠狗》，日本东映则拍出了由日本民间故事改编的《安寿与厨子王丸》。虽然在技术上能明显看出与其他两国的差距，但借助中国民间传统艺术的力量（如《大闹天宫》中的戏曲、《九色鹿》的敦煌壁画、《小蝌蚪找妈妈》的水墨画等），中国美术片却有着自成一派的风格。时至今日，上美的荣光早已消逝，但这个穿着虎皮裙的齐天大圣形象，却如影片结尾一样，站在名为经典的顶峰上屹立不倒。
🧸,2017-05-26 20:09:33,,4星,7,最早的一版孙悟空动画了吧
斑马的故事,2017-04-11 22:16:24,,3星,4,这就是经典的魅力
放把火烧了,2008-05-10 00:51:32,,未评分,1,纯属回忆
Dgnic_,2022-12-07 15:02:05,广东,4星,3,今天回头去看，动画里不少灵感汲取自传统壁画、古建筑的符号和元素，如云雾、山峦，依旧非常有特色，古色古香，好几帧暂停下来看就是一幅幅中国古画，的确是如今已难再见的风味。孙悟空的几场打斗也很特别，不同于现在动画极其注重打斗逻辑和作画的冲击力，双方时如舞蹈上下翻飞，时变旋风纠缠，搭配背景音乐里的京剧锣鼓演奏营造出的激烈氛围，居然显出几分写意，相当有意思。而本片虽然是从整部书里摘出一段进行改编，但谁都能从中品出那个年代浓浓的造反浪漫情怀，对这生性爱自由的猴儿来说，任何招安都不成效果，他偏要把玉帝称「老儿」，立旗帜作「齐天」，仿佛一股灵动的风，势要将天宫搅上一搅，好扫除扫除这整套官僚体系的腐朽、老气、一成不变。每个中国人心里都有一个孙悟空，一身黄衣虎皮裙，顶着个桃心脸的这个，显然是最锐气也最经典的。
新村萌香,2010-10-24 16:27:47,,4星,5,我们中国动画少见的大师之作！
高詩遠,2021-02-10 18:53:50,,4星,2,虽然剧情都很熟悉了，可是里面的京剧元素尤为出彩，一板一眼，每一句唱腔，都非常具有中华民族与生俱来的魅力，可惜的是后来的中国动漫没有朝着一条良好的道路上发展，不过历史上有这么一部珍宝就已经足够发光发亮。
霞青云淡,2012-05-22 22:52:55,,未评分,0,父亲给我买的第一部动画片，现在都觉得记忆犹新。
SilentTyler,2012-07-30 22:04:35,,5星,2,"看了当年大闹天空的纪录片, 那个年代的动画电影的制作者太神奇了, 本片素质和隐喻都比较有特色, 此后国产动画就与迪斯尼甚至日本动漫逐渐拉开了差距."
小忧伤,2012-05-15 12:41:25,,4星,0,记忆。
歆然,2008-04-25 18:47:51,,4星,0,感觉还好。画风太写实了，不喜欢。
黑特-007,2012-08-26 00:25:32,,5星,2,国产动画的巅峰
决意,2024-02-20 12:28:57,湖北,5星,2,【大闹天宫】以前的中国动画是实打实的在世界上有影响的，我们国家自己的美学，自己的文化，为什么不利用起来呢？我相信不会比别人的差。最后孙悟空打碎代表强权的天庭的牌匾，扬起了齐天大圣的名号，与孩儿们共享欢乐。如此勇敢善良、不畏强权的美猴王，也难怪会成为后来无数国人心中的英雄。
豆瓣松鼠,2010-07-03 23:09:43,,5星,1,国产经典。
老虎,2019-12-16 21:53:37,,4星,6,在豆瓣榜单上剩下不多几部电影，今天终于看了，不得不说两个字：真香。情节已经烂熟于心，可是画面的想象力仍然出乎意料。1961年的动画竟然运镜如此流畅，京剧配乐非常惊喜。小时候没有想过，现在重温才意识到孙悟空对传统官僚和规则的彻底反叛，这放到今天可能过不了审吧。
雕刻時光,2008-03-27 21:16:50,,5星,0,一去不返
曼仔,2019-08-15 22:27:53,,5星,2,令人惊叹，比哪吒闹海好很多，不愧是倾上美厂全厂之力做出来的动画作品。不过那个年代出来的动画片都有大量的戏曲元素，从人物外形、到打斗场面的设计与节奏、再到配乐，完全是从京剧（应该也有地方戏，配乐里感觉有小调儿）来的，很亲切，二郎神估计是花脸。孙悟空真是中国文学史上最生动、可爱、鲜活的无产阶级形象了，看着齐天大圣，简直想到“无产者失去的只有锁链”这句话。。。
虎折,2012-08-23 12:25:16,,5星,1,骨灰级开拓者
mOco,2012-05-24 11:36:27,,4星,3,不只是童年影响，而是里面的每一个场景设计/人物设计/配乐/动作，哪一个不具有中国特色？It‘s unique.【看的是1964年原版】
geek,2012-02-25 01:22:27,,4星,1,那个时候的中国动画已是NB，但是就是从此几乎停滞不前。
大志的小耳朵,2017-05-19 11:58:26,,5星,3,国产经典动画，小时候很多贴纸都是这个，孙大圣是很多小孩子心里的英雄。
亢龙无悔,2008-03-13 16:47:32,,4星,0,好看的片子
祖小贤,2008-05-18 15:04:31,,5星,1,OH，Yeah!孙猴子来了
Bright Sun,2010-07-08 23:09:00,,4星,0,虽然看得过瘾，但从来不想当孙猴子，主要是长得太诡异
望仔放弃减肥了,2010-02-03 10:45:18,,5星,3,天朝！
哔呣咣啵の哸啐,2012-12-12 12:42:47,,5星,1,啥都不说了，一段传奇。
良亲,2012-05-22 23:30:20,,5星,0,国内动漫的辛苦奖
吱吱头,2012-05-22 19:36:24,,5星,0,历久弥新。
走马,2011-06-06 13:08:16,,未评分,0,我应该看过，但是没印象了
ng,2006-03-18 03:40:23,,5星,0,前
littletwo,2008-03-04 11:36:37,,5星,0,非常强大。
-VeronicaWooo-,2011-01-17 13:48:22,,5星,0,话说又是一部不看人僧就是不完整的电影！绝对要看啊！@Home
Moriarty,2012-01-26 21:15:52,,5星,0,上海美艺 一代经典 一段历史 一次于尘封记忆的畅游
胖得来要戏,2010-12-17 12:30:26,,5星,0,后来被造反派利用了
无力-Jokmatt,2007-12-08 20:59:58,,5星,1,"这种经典是永远不会忘记的，但是,配音真的好吵啊"
肥壮壮,2013-03-06 05:36:12,,5星,0,国产动画的经典之作，这部65年出的动画就是拿到现在来看，依然是部优秀的作品。
安狄,2011-03-08 14:49:22,,5星,0,我珍贵回忆的连环画。就想问一句，中国的动画人现在在做什么？
jagpumpkin,2010-02-11 16:27:09,,5星,0,神作！一看到这四个字，我脑中第一反应是主题曲^_____^
暴富的女孩是我,2017-04-05 19:32:21,,5星,4,小时候最想成为的是齐天大圣孙悟空
十个斗的眼窝浅,2011-05-24 16:15:17,,5星,0,国产动画可以有。啥时演，啥时必看的动画片，咱们啥时还有如此经典的国产动画片可以无限回味~~~
lanca,2012-11-17 16:03:01,,5星,0,真不记得是什么时候看的了 就是看过
回忆与否之,2018-03-23 20:20:40,,5星,5,中国艺术的一块瑰宝，它的故事、作画、乐曲，横看精良，竖看讲究，细节丰富，色调浮华，它将浓厚的中华元素完美地还原成效，初看它如此简单，细看却极讲门道，时至今日，说它依旧代表着国漫的最高水准也毫不为过，它是少有的真正尊重原著，尊重观众，尊重创作的作品，也唯有凭着这些信念，我们才会进步
