用户名,评论时间,IP属地,评论分数,有用数量,短评内容
托尼·王大拿,2012-05-12 05:02:39,,5星,53,强大到无以复加的反转，这才叫实打实的观影乐趣，小瑕疵什么的完全可以忽略，正所谓一俊遮百丑；怀尔德着实好好地摆了观众一道！
Clyde,2015-05-19 18:16:16,,5星,63,国产片烂片遍地，他们若不是那么懒，多看看比利·怀尔德的作品，必定能够学到不少讲故事的路数。比利·怀尔德绝对是好莱坞黄金时代首屈一指的戏剧/叙事大师，他的作品从来都雅俗共赏，故事、人物、细节都准确而到位，很多时候，他拍出来的就是最圆满的版本，所有的重拍或改编都不能超越之。
西楼尘,2016-08-28 00:19:56,,3星,190,由辩方证人成为控方证人的巧妙反转，从律师跟管家护士打嘴炮开始就奠定了令人会心一笑的喜剧氛围。讲故事的高手就是能让你眼球牢牢盯紧故事不敢走神，更加不敢剧透。这部经典遗憾的是为了反转和耍聪明牺牲掉了人类真实的情感，那让天花板都震碎的感情说推翻就推翻，使得角色成了为剧情而牺牲掉的空壳。
寒枝雀静,2016-02-27 11:18:39,,5星,25,酣畅淋漓，就说一下自认为的缺点甚至不算缺点。1、确实有刻意增强的戏剧感，但并不违和。2、人物性格过于扁平，但是本片需要的又刚好是扁平的角色。3、性别角色的刻板印象鲜明，但是又完全恰到好处。
Ocap,2014-04-30 06:55:49,,5星,31,黑白片启蒙。句句成金的台词，丝毫没有遗存老片气息的自然表演，还有一个不能更可爱的胖子。如果没人告诉我结尾会反转的话，我不会点开一部1957年的老电影；如果没有坚守到最后十分钟的连环颠覆的话，你就不会爱上怀尔德。没有玩叙事结构却如此大快人心，史无前例的前例。
殺死金毛玲,2022-08-17 16:49:20,,5星,67,她杀了他 不 她处决了他
Vivian Pan,2023-04-06 23:46:27,吉林,5星,35,我真爱那个年代朴实无华的电影表达，密集的台词太过瘾了。是的，我是一个台词控。
巴伐利亞酒神,2019-10-31 22:52:32,,5星,28,怀尔德旷世巨作，从叙事到节奏到台词都挑不出任何瑕疵；豆瓣9.6，100多个友邻评分也是9.6；查尔斯劳顿饰演了一个刻薄、狡猾又心善的威佛列爵士，简直就一翻版丘吉尔；德国传奇女演员玛琳黛德丽演这片时已经56岁了，这甚至比结局都令人不可思议；如果你目不转睛地看这部片子，会发现所谓的反转并不存在。
起床，吃饭,2016-01-11 16:43:46,,5星,51,太牛了，不看可惜啊！
[己注销],2016-04-15 00:26:42,,4星,99,（９／１０）名不虚传。玛琳·黛德勒的气场太强大了，看了她几部作品，每次都那么耀眼夺人眼球。男主演技也很牛逼，从屌丝脸到贱人脸只需几分钟就能完成转换。当然，爵士也演得不错，爵士和护士也是现实中的夫妻。
吴松张,2014-02-20 22:52:49,,5星,66,我要改掉我记不住外国人的名字而不去看女王小说的坏习惯
seabisuit,2017-07-09 01:00:46,,4星,52,第一次看这部，豆瓣超高评分得益于阿加莎原著比利怀德改编导演的强大剧作，节奏幽默紧张，就是觉得最后反转难免嚣张过于戏剧化。演员都很强，各种表演型人格的展现。结尾有不能剧透的字幕，但旁边的小伙以知道结局为资本泡姑娘卖关子，虽然没说透但那提示的样子真是烦人。资料馆。
ˇ帅,2024-09-26 14:24:16,河北,5星,45,唯一的遗憾是没有第二部，我要看为克里斯汀的辩护！！！
左胸上的吸盘,2018-02-09 01:14:06,,3星,41,最好的环节是表演，查尔斯·劳顿的表演近乎入魂，老牌律师的敬业虚弱尖利偶尔的童心，以及收尾的正义感，都不落力的就牵动观者扼腕发笑还是惊讶。配戏的两口子也不弱，女一号还挺美。用光也很考究，景别的节奏感也控制得好（比如男二提监拍照一节）。剧本的悬念给的不多，最后几次猛烈反转拉升的太匆忙
艾晨,2017-08-03 12:23:53,,5星,17,虽然给了五星，不过我还是更喜欢《十二怒汉》。最喜欢护士，其次女管家。素材备注:电影里在电影院看电影
长胡子的心脏,2013-01-13 11:08:19,,5星,25,Billy Wilder拍蛇蝎美人题材得心应手啊。前后总共4个大场景，却织出这么有趣味的故事。男星泰隆鲍华58年因心脏病死于片场，爵士同护士是夫妻双双奥斯卡提名，护士拿了金球女配。而其中的“蛇蝎美人”参演的时候已经56岁了……
xīn,2011-01-30 19:57:14,,5星,20,人物塑造的成功到了一个惊人的地步，无论是律师还是犯人妻子。情节峰回路转、完全自洽、悬念叠生，每一个环节都紧张而充实，没有任何缺漏，结尾也太漂亮了。完美、经典到叹为观止。
小米=qdmimi,2013-12-13 02:29:43,,5星,25,伟大的剧本加强悍的表演加一山巨星及其周边，亮闪闪的五星。泰隆·鲍华最后一部完成影片，次年他因心脏病突发倒于片场；五十六岁的玛琳·黛德丽依然鬼魅；几年后胖劳顿也因脑溢血离世，不过他和劳顿太太的表现实在值回本钱。原作那个短篇？忽略它吧……
连城易脆,2019-03-24 19:29:27,,5星,18,不愧是侦探小说女王，最后结局瞬间的双重大反转实在太刺激了。六十多年前的庭审片竟然可以如此精彩，令人叹为观止。而且字幕也是非常良心啊，结尾居然还有防剧透提醒，真是有意思。
