用户名,评论时间,IP属地,评论分数,有用数量,短评内容
老鸡｜扶立,2008-01-10 16:38:49,,4星,1387,男孩的声音真是好听……
木司,2022-06-21 11:50:26,,5星,265,作为银幕主角 马修没有获得爱情 没有获得事业 梦想和追求都失败。但是依旧是被上千万观众认可的伟岸的人物。善意越过世间定义的一切成功 他会在受恩之人的心中投下永不磨灭的一道光。
春日迟迟,2021-10-02 02:38:31,,5星,174,大学时一个人在电脑前看的，很喜欢那个温柔的结尾。印象最深的镜头是沐浴在阳光下的皮埃尔母亲眼角的皱纹，特别美。第一次在电影中看到不让我讨厌的男性看女性的视角。
朝暮雪,2012-08-07 15:49:20,,5星,124,老师对学生的一举一动都可能改变他的一生，做校长那样的人，还是做助理老师那样的人，一念之间。
路可可,2006-09-24 20:00:11,,4星,656,一日为师 终生为父
寂地,2006-01-01 17:27:32,,5星,213,"=口=还有漂亮的小正太们哟,很棒的电影,我在电影院看的。"
Vamei,2012-11-30 21:20:39,,5星,237,如果我是老师，能拥有从一窗口飞出来的纸飞机，就足够了。
西楼尘,2015-07-18 23:30:56,,4星,201,电影是什么？可以是造梦机器或者反映现实的利器。经典影片有种扑面而来的无敌魅力，它娓娓道来不急不躁，却让你度过了生命中无从体会的精彩时光。小不点实在萌化了，念法语台词时习惯性上扬嘴角，别人合唱时百无聊赖坐在半人高的讲台，最后抱着玩偶带着行李勇敢地说走就走。音乐拯救灵魂，纸飞机真美。
不将就。,2016-11-21 18:39:51,,5星,155,一个老师对学生的影响很重要 一个好老师会带给学生无限的正能量 看完这部电影感触颇深 回忆这些年的老师 有好也有不好 但此刻都挺怀念的
猛汉世雄,2015-02-21 21:24:08,,5星,117,希望每个孩子在成长时都能遇到那些又平凡又伟大的光芒。
ᑐ ᑌ ᑎ ᕮ,2022-12-12 00:20:19,北京,5星,64,首先他教会了你做人要正直，永远不要做一个告密者。他还教会了你做错了事可以原谅，但一定要承担责任。他还教了你在团队中不要骄傲，不要只有自我。他教了你得到宽恕要懂得感激。他还会不顾一切保护弱者。他用音乐把孩子性善的一面激发出来。他坚信人是可以引导的，即便是看似坏的人。这是部伟大的教育学课程。
秋山鱼,2022-12-03 15:40:41,江西,5星,81,去看了重映。窗户里飞出的纸飞机还有挥动的小手😭也没有我想的那么俗套，比如参加比赛一举成名全国巡演什么的……就是本来灰色的童年染上了一点玫瑰色的感觉。
影志,2005-08-24 07:17:50,,4星,237,音乐比电影好。
懒懒懒,2018-03-07 00:43:39,,4星,184,老套的剧情走向却还是触动到内心，印象最深的一幕便是小正太拖着行李箱跟老师一起离开的那段。一个中年秃头的男人和一个萌萌的小男孩，看着他们的背影就觉得很美好。
MOMO,2022-12-13 09:59:07,浙江,5星,67,很棒，观影中途哭了好几次，但也明白只有电影才能如此美好。最真实的部分莫过于一开头莫安琦甚至不记得马修学监的名字。帮助别人就一定会被人铭记一辈子吗？当然不是！但行好事莫问前程才是普通人的善良。
冰红深蓝,2013-04-17 14:19:12,,4星,29,这部音乐印象深刻！| 2022.12.3 大银幕4K修复版重温。全片整体上还是走了一个比较模式化的成长教育片的套路，无怪乎你能在片中看到不少其他类似电影的影子，比如《天堂电影院》与《死亡诗社》。但本片也并未采取一种全然励志鸡汤式的叙事，而是以一个最后没有改邪归正的坏男孩（蒙丹）、一所房舍被毁的学校、一位未被得意门生记住名字且至终默默无闻的老师而打破了治愈与高扬的基调，令这个原本比较理想化的故事变得更为现实，喜忧参半，阳光与阴影并存。导演也相当擅长来回拨弄观众的情绪，一如由隆重的颁奖宴迅速切至学校燃火的噩耗，还有克莱门特·马修老师的被解雇与孩子们不露面却放声高歌的纸飞机告别式。不少角色虽然有些脸谱化，但也有少许人物弧光或渐次展露出的另一面，比如校长的折纸飞机&与孩子们一同踢足球。（8.5/10）
Panda的影音,2011-09-10 23:36:17,,5星,92,音乐成就人生！《放牛班的春天》：好听的音乐，好看的电影！曾经，音乐是我的第一个梦想；可惜，我没有那样的幸运能在我嗓音最佳的童年时期遇到如克莱门特一般的音乐老师；反而，如今却在他身上看到了一些我的影子：我非老师，但我身边也有一群孩子相伴，我们不是组成合唱团，而是观影团或游乐团......
LiuS美,2016-11-08 09:14:06,,5星,103,这是一部论如何教育的影片。在剧终，学校以暴制暴，导致学生越来越残忍。当然结局是好的。挺值得观看的。
mon babe,2008-11-12 22:00:05,,4星,98,音乐真好听。
股神看不懂,2016-10-31 08:25:32,,4星,55,以前老师放给我们看的，挺好看的
烟雨墨冷竹离殇,2018-03-06 13:31:25,,4星,90,高中音乐老师在课堂上给我们放的一部影片，愿每个孩子都能遇到克莱门这样的老师
PPPANKK,2018-02-01 21:02:27,,4星,65,如果能被善待，每个学生都是天使。那漫天飞舞的纸飞机，写着对老师最诚挚的敬意。
连城易脆,2020-02-28 19:26:14,,5星,25,【我把你当老师，你却想当我爸爸】有意思的是，当音乐老师被自己心仪的女士告知已经找到对象的时候，拿起喝的饮料正好是绿色的，这也太巧了吧。人肉谱架、纸飞机告别都是又有趣又有创意，温馨的内核自然需要浪漫的形式加以展现，才能更加感人至深。同样的，一部以音乐作为特色的电影也必须得有一首真正好听的歌曲，尊师重道则一直是儒家文化圈的核心价值观，所以这部电影可以在中国获得如此高的评价。显然，能够在学生时代遇到一个好老师是多么多么重要，也希望能有足够多优秀的人才愿意加入教师行业去传道受业解惑，中国的教育经费占GDP的比例期待尽早达到5%。
任晓雯,2008-11-03 13:41:02,,5星,128,音乐感人
苦行僧,2024-07-13 18:58:57,天津,5星,72,“佩皮诺记得，马修先生被解雇的那天，是个星期六。”这句真的直击灵魂。。。
狗官初音大人,2020-11-14 15:25:37,,4星,22,8.2分，好电影，但评分过于虚高。不过97分钟也确实只能塑造主要的几个正面角色了，反派的塑造浅尝辄止，毫无特点的龙套一抓一大把。愿中国能少几个杨永信，多几个克莱门特。不过对于问题学生，采取怀柔政策也未必是好事。电影毕竟只是个例。
HelloMoney,2022-08-07 00:22:58,,5星,56,好喜欢好喜欢那个等爸爸周六接他的小朋友好乖腿一晃一晃的好的老师真的可以改变一个人的命运吧果然只有电影才能治愈生活中常有的残酷只有孩子的歌声最纯粹也最动人
癫猫蜻蜓,2021-03-08 20:21:29,,5星,65,纸飞机飞出窗口，蓝天下挥舞的小手，童年像一串串鸽子，拍打翅膀，一飞就永不回头。
薇羅尼卡,2006-03-27 15:00:21,,5星,85,唱诗班的美好歌声
潇潇暮雨,2017-03-09 19:06:37,,5星,82,还记得是音乐课上老师放给我们看的，当时只放了前半部，后半部是自己去找来看的，喜欢老师带着小孩练习唱歌的时候，每个小孩都不是无用的，只是缺少正确的引导，欣慰的是影片里的这群孩子遇到了这位兢兢业业的老师，最后那漫天飞舞的纸飞机和老师带走派皮诺的情景让人心生欢喜
安若,2022-12-03 18:49:00,广东,5星,36,4K修复版 在卓悦CGV  入场时候跟检票员说真好啊 人多了好多 又活过来了 相视而笑
momo,2016-11-01 01:10:10,,5星,73,这样的老师毕竟是少数
Kaito,2008-07-03 13:47:09,,3星,1719,不知道为什么，没多大感触。
shield,2017-01-05 18:03:48,,5星,22,调皮学生遇见实力老师，青春的蜕变和生长让人感动。
Cindy,2022-12-06 11:29:03,吉林,5星,25,前天去电影院看的，这样的片，一定要去电影院，才不辜负那么美好的画面和音乐。幸好它重映了。更多的感受在影片外，我几天没做核酸了，突然决定去看电影，不知道能不能进，提前打电话给影厅问的。一听到我说要来看电影，从电话里都能感受到那个人明显语气高昂起来了，问我要看哪个，还说绿码就行，肯定能进来的，不需要核酸，没问题的。
天秤座的胖子莹,2017-03-09 21:53:12,,5星,26,好经典的片子，涓涓细流温暖人心
汪金卫,2011-10-21 20:18:03,,5星,16,非常理想化的一部励志教育电影。音乐非常好听。小演员们演技与歌声俱佳。电影剧情过于理想化，给人非常美好的印象。不过很多老师、导员、叫兽口口声声说要向影片里的马修老师学习，可干的却是院长的勾当//【20180909中国电影资料馆展映】时隔7年再刷大银幕。依旧深觉剧情过于理想化。听了导演讲了一些幕后故事，蛮有趣。不拍续集是对的。四星半
lynn,2017-01-07 23:51:05,,5星,41,很幸运这群孩子遇到了这样的老师  很敬佩这样的老师  他为这群孩子带来了新的春天  让孩子们心中最原始的纯真慢慢绽放…
杨大志°,2017-03-21 23:24:22,,4星,42,声音真的很好听啊！在那样的年纪遇到一个很好的老师，真好。满地的纸飞机，是我对你最大的敬意。
杜边生,2007-11-17 05:09:25,,4星,60,男童音高无限
花落  思量错,2017-03-21 10:27:14,,4星,22,在别人看来无药可救的孩子遇到了一个有耐心，给他们信心和希望的老师，改变了一个班的孩子，满满的温馨。
甜椒Oli,2017-03-10 14:59:59,,4星,38,夸大了世间的能量。
私享史,2006-01-20 22:10:19,,4星,16,Morhange的男高音独唱就好像天使，太美妙的声音了。2006年9月23日重看时产生了“年少滋味”。
战国客,2008-07-11 13:04:53,,3星,689,不知为何描写师生情的电影总能赢得人们更多的赞誉，每当片中即将产生一些不可调和的矛盾时，总会有一个“坏人”忽然间良心发现，或者是出现一个意外事件，从而让矛盾很轻易就化解了。一切都来得太过戏剧性，很机缘巧合，却实在是很假很突兀，无法让人信服~~
momo,2015-12-03 21:05:59,,5星,19,反复看过多遍的电影，每次听到孩子们的歌声就感到内心澄澈
Ocap,2013-11-30 18:08:36,,5星,17,开启了我热爱电影的大门，崇高献上迟到的五颗星。
赫舍里清如,2017-02-21 23:44:23,,5星,22,总有一种纯粹的感情让人热泪盈眶，温暖人心
🍬,2013-01-05 14:41:39,,5星,29,这么好的电影，我竟然在电脑里放了这么久才看！！
sharon,2017-03-18 22:15:14,,4星,23,唱诗班的音乐太好听了，能洗涤心灵的纯净歌声
Lycidas,2010-12-16 18:13:26,,5星,12,我热爱一切跟合唱团有关的电影，那是我童年最好的回忆。这么多年后情节都记不清楚了，只在每次听原声的时候就能想起当时在被泪水模糊的视线里看见纸飞机从窗口飞出，漫天飘舞。谢谢，再见。
peko,2022-04-15 15:27:11,,5星,74,佩皮诺在星期六等到了他的爸爸。
优崎,2023-11-05 15:37:49,北京,5星,38,马修走的那天是星期六，佩皮诺终于等来了他的父亲
mingjoyce,2017-03-09 23:14:43,,5星,16,身為老師，深深地被這部電影觸動。
闻君有白玉美人,2017-01-16 00:04:46,,5星,22,庆幸这帮孩子遇上这么一个老师，耐心，信心，希望……在别人看来无药可救的孩子都是有可能的。可是并不是每个孩子都能遇到这样改变自己一生的老师
CyberKnight电子骑士,2020-02-16 01:17:14,,3星,103,三星半。这是不是最被国内高估的电影啊！IMDb上7.9，Metascore才56分。本片无论叙事、镜头还是表达都属于中上吧，远非杰作。叙事很简单，角色也没什么发展变化——即使对天使少年皮埃尔的转变也写得很外在表面。校长的形象前后还不太统一。当然，故事非常有感染力，这我赞同！音乐也非常棒！但其叙事技巧缺乏独特性，表达没什么深度和新视角，过于讨好观众，流于煽情。那年奥斯卡最佳外语片里，获奖的《深海长眠》和我更喜欢的《帝国的毁灭》确实更出色，一个直指人性最深处的生与死问题，另一个对厚重的历史进行了角度独特的回顾与反思。
掉线,2013-08-15 16:02:33,,4星,16,【B+】主流审美电影，单纯，美好，治愈。《死亡诗社》的童话版本
nina★11,2022-12-03 23:09:34,上海,5星,21,有些电影说不定有生之年就能在电影院里看了。秃头勇士爱的教育。
沉浸。,2023-11-10 00:32:34,广东,5星,28,挥动的小手跟纸飞机，真的热泪盈眶，恰好那天是星期六，他等到了爸爸来接他。
素年锦时,2017-04-05 14:45:36,,5星,12,朴实接地气。让我感觉很温暖。
梦里诗书,2012-08-13 15:40:22,,5星,13,"《放牛班的春天》用音乐和歌声为介质将感动舒缓的沁入心脾 ，法式浪漫并不仅专属于爱情，在那名为""池塘之底""的校园，老师马修用宽容和善良融化着一群问题孩子们被冰封的心灵，更令这些被定义标签的学生唱响了那令人难忘的天籁之歌。"
蓝下老婆,2017-04-24 11:48:02,,4星,15,关于师生，家庭，教育等题材的电影总是能让人产生共鸣，震撼人的心灵
夏之轻寒,2017-06-27 02:08:07,,3星,79,竟然排在豆瓣电影no.14的地位……可能期待过高，觉得里面的人物还是挺脸谱化的。坏人是坏人，好人是好人，熊孩子是用真心就能捂化的。不过里面的合唱确实不错。
石头星,2017-02-22 22:53:49,,5星,11,美妙的音乐和歌喉，令人羡慕的孩子，这么好的老师。
Aubrey,2010-07-17 11:35:11,,2星,34,先看了死亡诗社，然后看这部。对这部很没有感觉很没有感觉= =
雅vera,2023-10-21 00:15:55,广东,5星,16,看到马修老师无疾而终的失恋都觉得很治愈，很温暖。即使世俗和权威的力量很强大，但是爱、音乐、善良这些美好的东西总是最终能够延续和超越。
寒枝雀静,2017-02-05 15:22:11,,4星,18,还好留了蒙丹这个缺口让整个故事没有沦为传统鸡汤片。反过来看就像一则规训与惩罚的黑色童话。其实看的过程中还是各种疲劳但还好有配乐加持不至于无聊。投诉这个没几个片子有字幕的辣鸡影咖。
巴喆,2012-03-14 20:49:08,,5星,7,天籁般的童声有一种宁静，直接净化心宁深处哪怕是最邪恶的想法。没有那个坏小孩是天生的，只有坏老师和坏家长。我们在讨厌、憎恨、放弃所谓的顽童或劣等生的时候，有没有考虑作为所谓的成人，是否真的是成熟的了，在心智上。孩子们的纸飞机是会说话的。而这可能影响他们一辈子，他们是未来的希望。8.5
(๑⁼̴̀д⁼̴́๑),2016-11-21 02:00:59,,4星,7,然而，事情并不顺利，克莱门特发现学生皮埃尔•莫安琦（尚•巴堤•莫里耶 饰）拥有非同一般的音乐天赋，但是单亲家庭长大的他，性格异常敏感孤僻，怎样释放皮埃尔的音乐才能，让克莱门特头痛不已；同时，他与皮埃尔母亲的感
失去的才最珍贵,2023-11-20 11:44:29,河南,5星,15,结尾部分那个小男孩奔跑过来的小身影特别可爱，特别喜欢这个温暖的结尾。我不太喜欢用励志来评价电影，感觉和文艺青年一样带着一些讽刺的意味。这是一部很棒的电影。就像苏格拉底所说的，运动和音乐足以让人拥有健全的灵魂。音乐真的可以唤醒我们的灵魂。很好听的音乐，很棒的电影，值得反复观看聆听。
汪见殊,2011-10-23 14:24:05,,5星,15,海面上吹来的风，托起轻快的羽毛，驻足于孤岛的岩石之上，传来讯息，冬天即将过去，你的气息飘向远方，飘向深山……
步飞烟,2017-03-09 20:29:21,,5星,12,非常好看，已经刷了好几遍，每看一次都有不同的感悟
徐若风,2013-02-17 13:51:20,,4星,17,法国人才是会生活的。//2022，初看的近十年后重看，其实会觉得《放牛班的春天》在国内还是挺被高估的。全片《意林》式的风味挥之不去，故事和表达也都比较老旧工整。对有些片子的印象，还是停留在学生时代就好了。
🌙🌙,2017-01-16 16:18:40,,5星,9,每个孩子都是特殊的 有着独立人格的 遇到好的老师真的可以改变一生 可惜大多数孩子的天性最后都被磨掉 好的老师太少了 平等看待 发掘天性 说的容易 做起来太难了
ᥫ᭡້໌,2017-02-08 14:05:18,,4星,9,遇到一个好的老师多么重要，环境原因，我们的老师只能让我们看这部片子，只能在我们心里种下种子
stknight,2010-11-07 10:55:09,,4星,5,豆瓣评分9.1分，很夸张啊。我看的时候不知道是不是因为没有入戏，没感觉特感动，或是很幽默。不过就这片子的主题来说， 就决定了这部片子必然是部佳作。有人把它拿来和《死亡诗社》来比较，不过在我心中还是后者更加经典。当然片子中合唱的歌曲都还很好听，给我留下了美好的印象
昵称被占不开心,2017-02-14 08:56:51,,4星,20,音乐比电影还要好
Paradox,2012-09-27 17:30:03,,3星,80,剧情非常老套，可以说融合了这一题材电影的所有因素：叛逆的孩子，凶残的老师，错误的教育方式，初来乍到的菜鸟，孩子的美丽母亲或帅气父亲，还有音乐以及最后正义的伸张。＜音乐之声＞已经足够了。这部电影最值得人去看的是好听的法语歌曲和可爱的孩子。
文泽尔,2011-12-17 15:19:57,,3星,33,14岁时的尚-巴堤和天使各种相似，也只有原是童声合唱团的人物，才能演出这般的角色。全片十分走欧式大众非文艺片的俗套、刻意，音乐比电影本身好得太多，至于最后揭晓日记的悬念，在最开始时也可以猜到。从那位暴力男中音问题儿童进监狱可看出，老师和母亲、母亲和工程师等关系将会无疾而终的征兆。
冬贝与9-13刺青,2008-12-28 02:53:35,,3星,46,没有听见天堂那部电影那样震撼
左胸上的吸盘,2022-01-07 00:13:57,,3星,9,蓝光重刷。角色塑造都是可爱的，秃头老师匆忙打扮胡乱喷香水见学生老妈、给管理员布陷阱偷二十万法郎还一脸无辜的学生，和全体学生即便被罚也无法遏制的捣乱本能，这些都不用提。就连一般电影里毋庸置疑的反面角色亦有俏皮之处，体罚学生的院长跟女董事卖好或绵密的吐槽、反社会学生纵火后骄傲的笑容，都消融了他们的恶——这种写人的角度，既是一种“人没有绝对的恶”的文化认知或曰教育理念，也是用音乐引导这些孩子能成立的基础——这些孩子肯老实学合唱的原因，电影用潜移默化的方式给予了解释。电影技巧并没什么艺术上的野心，通篇用圆熟流畅的方式讲故事，和学生住在一起的老师投射在窗上的身影给的温馨，给校董表演时临时拉天籁少年加入表演的设计有唱歌时自由随性的趣味，都是很好的细节
魏小河,2010-03-07 23:20:18,,未评分,33,年老的皮埃尔已经记不起马修的名字
