用户名,评论时间,IP属地,评论分数,有用数量,短评内容
King Arthur,2024-12-26 15:21:25,美国,3星,11,这叙事不只是平庸，而是故事本身都没讲好啊。人物塑造没有什么弧光，甚至不如去看之前那部《Don't Look Back》的纪录片更能了解Bob Dylan的真实性格。故事方面也是东一榔头西一棒槌，每首歌的时代背景和社会意义都没有深挖，所有重大事件都是流水账似的一笔带过，连Go Electric的最后一幕也没有充分铺垫。听歌倒是听的挺爽的，没想到电影里这些歌还真是甜茶唱的。#AMC Century City
饮歌,2024-12-25 11:37:34,加拿大,2星,16,有点一言难尽，落入了我最不喜欢的那种传记片模式的窠臼，试图展现一个丰富的Bob Dylan，可是音乐、爱情、政治...每个方面都沾点边，但每个方面都不出彩；人物也是有点纸上谈兵的意思，唯独甜茶跟Elle Fanning的这条线让我动容了一下。以为导演可以重塑《与歌同行》，哪知道更让人看到了华金塑造的Johnny Cash有多好。
去短毛象,2024-12-29 04:36:50,美国,3星,8,why bother? 搞个演唱会重映不比这强八百倍吗，只能从真人上些微借点光
：,2024-12-29 08:40:13,美国,2星,22,主创对得起这满场爷爷奶奶的粉丝票嘛😅
daydreamsugarbo,2024-12-25 16:53:27,美国,4星,4,"Every time it gives a close-up on a character’s reaction scene, the movie gets worse. Best music biopic in years tho | 甜茶颜值又回来了 好会拍｜strong 4"
Norah.C,2025-01-05 08:06:32,美国,2星,9,好无聊的片子，Bob Dylan的生平是一笔带过的，背景是潦草介绍的，情感经历是大书特书的，而且搞的女的都像傻白甜一样。
Matt,2025-01-03 12:20:29,美国,3星,3,音乐传记片都是为了冲奥。看电影感觉就是甜茶本人而不是Bob Dylan。
下周也要睡懒觉,2024-12-26 07:13:23,美国,2星,15,欣赏不来，音乐、爱情、政治、时代变迁什么都想讲，最后什么都没讲好，还不如从一开始就选择一个点深入
VAM👸,2025-01-19 08:05:23,英国,3星,3,太四平八稳了，甚至都没有什么存在的必要。影片明显就是想照着波西米亚狂想曲的票房成功去的，但是没有其激动人心的表现力。片名完全未知，但全片几乎从一开始就把鲍勃迪伦塑造成了一个开了挂的天才，没有将注意力放到鲍勃迪伦的成长反而浓墨重彩笔去关注鲍勃迪伦的感情八卦，这当然保持了充分的娱乐性但也消解了音乐的传奇性。不无聊，但也就仅限于此，某一些片段还是会因音乐和鲍勃迪伦人物本身而触动。
jerrynemo,2025-01-04 12:03:30,美国,3星,2,按照时间跨度分为前后两部分，走进民谣和告别民谣（今后霉霉传记体电影可参考走进乡村和告别乡村）。剧本其实写得并不好，前半部分穿插的诸多历史事件蜻蜓点水，后半段以newport民谣音乐节为时间线，却没有讲清楚迪伦转变风格的原因和动机。各个角色也是走马观花。甜茶这是要当小小李子吗，演这种人物传记电影，却丝毫看不到角色的成长变化。
阿伦·雷乃,2024-12-27 17:06:19,美国,2星,11,看完只想问导演你在干嘛？到底要表现什么讲什么，感觉他自己可能都不知道。片中的音乐家我都有听但全程还是皱眉看完，是不是应该讲讲音乐上的influence，社会的时代的艺术的，一些戏是有这个意图但巨失败，以及三角恋的呈现，真不知道在干什么…甜茶像在上什么百变大咖秀，模仿得有点像只是很假，但歌唱得还可以
橱柜里的猫。,2025-02-07 05:02:17,英国,2星,2,剧本对不熟Bob Dylan的人来讲太要命了。歌一首接一首放但毫无故事，大概只有中老年粉丝才看了个爽吧？80%以上的戏除了用来铺时间线全是废戏，一开始女友指控Bob隐藏真实自我的时候还挺期待会怎么深挖的，结果到底讲了个啥啊……一个小时之后就毫无进展，看之前只知道Bob Dylan是个唱歌的，挺有名；看之后还是只知道Bob Dylan是个唱歌的，挺有名。就这点角色塑造究竟谁在乎你跟几个人睡觉？（一下班就去看看到八点半我快饿疯了，以后要习惯性在包里揣饼干TT）
阿莫多瓦特了,2025-02-06 19:56:12,法国,2星,2,怪不得一开始叫《完全未知》啊，属于导演和剧组完全不知道在拍啥、该怎么拍、该演什么……从头到尾没有一场可圈可点的戏，时代背景动荡、音乐流派变迁、个人事业转型这些大处着眼小处落笔的设置都含混不清，还试图讲一段三角恋，口区，剧本烂成这样是怎么好意思入围最佳改编剧本的；我茶也是……由清纯羞涩到邋遢油腻的转型之作，别以为刻意吐词模糊、极力模仿唱歌就是好表演了……
蓝詹,2024-12-31 23:06:22,上海,1星,6,土了吧唧，俗得要死。把不想看大写打在圣诞新年的大银幕上please，为什么甜茶能入围但paul mescal不能？这片子全部起承转合的sense都他妈在哪里？要不是Bob Dylan自己加持也很难呈现这么自恋的局面，老年人无论有过什么辉煌荣誉都别在活着的时候赞颂自己了，not at all auspicious. 大写的看不下去。
张伊苒,2025-01-01 07:33:28,美国,2星,1,糟糕的创作取向，昏昏欲睡
阿蒙,2025-01-09 11:26:16,美国,2星,4,看到一半我跟朋友说，我知道甜茶为什么要带墨镜了，因为他的演技尤其是眼神戏太烂了，不得不盖住这一致命缺陷🤣整体而言这电影还挺“令人愉悦的”：肤浅、养眼、笑点偶尔、流畅但粗糙，大概是因为Bob Dylan还在世的缘故，拍的非常保守，像极了Bob的自我长片宣传，这是我想给世人展现的炫耀的我的故事：天生就会写歌写词，刚一出道就被誉为不世出的天才，连我的偶像都惊为天人大加栽培，出道后更是一炮而红、佛挡杀佛的存在，连去小酒吧看个现场都被粉丝疯狂追捧无法成行，感情生活更是虽渣但人人都爱我。我想改风格做融合了冒天下之大不韪写了新曲风带去folk音乐节表演，面临巨大的风险和压力顶住了市场的考验，虽然演出毁誉参半，但专辑成为了音乐界最具影响力的唱片之一。
Anasa,2025-01-27 06:29:20,意大利,4星,0,missed the beginning cuz of being late...
天气晚来秋,2025-01-04 14:25:50,美国,2星,3,Timmy性缩力拉满
faroe.,2025-02-07 08:00:59,英国,1星,0,太难看，不知道这个电影拍了是要干嘛，所有人都是一种要死不活的演技，单纯放歌？
amie我乐苦多,2025-01-10 13:17:59,美国,未评分,1,这是个啥？！tc演唱会大电影？写的太有问题了，导的也很平庸…..james mangold来学校煞有介事的讲了半天 实在不太convincing @Utah Megaplex
彭婶高龄六十六,2025-01-14 22:39:40,天津,未评分,1,他目前最大的问题是可塑性不高，上限下限一目了然，作为ip型艺人这种演法非常利好fanbases，但作为真正的演员远远不够。其实cmbyn里透出来的灵气并没有消失，只是被自以为是的“技巧”掩盖了，他仰视对手露出的上目线满是阴郁而非忧郁，还充斥求胜心切。看来荷里活是真不好混啊，把曾经水灵的小生折磨得满身班味儿。
一桶猫,2025-01-03 00:55:51,美国,2星,3,流水账一样的传记 拼命学到了一些表情 学不了一点内在 很表面的还原
Cinema is dead,2025-02-06 22:05:13,中国香港,4星,0,一般这种伟人音乐传记片要不关注性格缺陷，要不探讨社政议题，但这部算是少有更多从纯粹创作自由的角度出发来构造。甜茶绝对是好莱坞现在最被滥用的男星，这部全程不像，不过口音表现还过得去。最出彩的是近年很少看到的Edward Norton，人老了气质成熟许多。
竹和,2025-01-07 13:46:50,美国,4星,1,12/18 AMC 18 IMAX提前点映。蒂莫西查拉梅这种含着金汤匙出道大火的票房金鸡，一路走得顺风顺水，总是让人觉得命运会在某些地方使绊子。这次演鲍勃迪伦，上妆后让我以为他的花期总算结束了，但一看结束的访谈，才发现是假的。总体上说电影还不错看，音乐表演全是演员原声自己完成的，结束后偷听到的观众评价总体上都很正面。个人认为最出彩的部分是Monica的歌声（见仁见智的像）以及范宁的心碎。比较不解的是这影片也不是通过imax摄影机拍的，上映的也不是imax的画幅，只有最后的录制访谈是imax的比例，感觉没什么好在IMAX厅点映的，正式上映后去看杜比就够了。
Fan要坚强,2024-12-30 02:26:40,美国,3星,4,@AMC lincoln Center 像看了带解说的演唱会，不喜欢甜茶版本的Dylon，难以想象Dylon当年居然是如此的jerk且唱歌难听。有点像是摆pose而眼里缺乏睿智的灵魂。/Joan的演员唱的很好，但是跟Dylon在一起姐气太重/导演让Suzie演成一个中西部傻妞儿毫无东村气质，我总能想起来一帘幽梦/旁边坐了很多当年的silver hair 迷妹带着丈夫和老姐们儿一起全场k歌/饿晕了从电影院走出来看到UWS街道感觉电影还没结束
