用户名,评论时间,IP属地,评论分数,有用数量,短评内容
铁蛇狂舞,2024-12-11 22:20:23,山西,4星,0,电影分享会推荐，美国网络上映没几天的新片，豆瓣上还没有评分。对圣经不很熟悉，只有圣诞和耶酥受难情节还知道一点，从了解圣经故事的角度也值得看。
森林边缘的寂寞,2025-01-12 08:56:34,上海,5星,1,镜头一流，制作很好
リアチュウ,2024-12-06 21:23:18,安徽,2星,0,不信教纯看看圣经故事，一般吧
superfat0204,2024-12-19 14:55:03,北京,3星,0,圣经故事，这天主教的教义也与当代女权观念冲突吧，所以女权既要反父权也要反宗教。
见证人,2024-12-16 04:15:01,福建,2星,0,平淡如水，基于圣经但又添油加醋了很多。
斯内普,2025-01-04 19:56:53,北京,2星,0,白开水一样的剧情，全家都被绿还挺开心的
响亮的名号,2024-12-07 21:59:32,法国,4星,0,今天巴黎圣母院重新开放 圣母玛利亚的故事
王二,2025-01-26 12:11:39,上海,4星,0,前半自带神圣光环，后半突然变成古典武侠片了。女主确实特别又好看
SG,2024-12-08 00:12:49,新疆,1星,0,挺无聊的电影
瞬,2024-12-24 16:05:52,韩国,3星,0,视角在各角色中不断转换游移，从未紧跟玛利亚，十足的拼凑整合型故事汇。
Panda,2024-12-17 18:40:38,湖北,3星,0,不知道该如何理解如此笃信地拍摄不可能的事情。
Zing,2024-12-18 23:21:17,福建,2星,0,忒无趣了…
凯哥,2024-12-09 14:22:49,四川,3星,1,虽然被神指定，但是命运带给了这家人什么？
那高处没意思,2024-12-09 12:51:45,北京,4星,0,不符合sj，扣一星
髙雲謙,2025-01-08 20:16:09,吉林,3星,0,宗教题材，看看了解一下。主角为新人的处女作，导演也是很敢用的。老戏骨给“捧场”
野生海白菜,2024-12-16 20:25:24,重庆,3星,0,在那个遍地都是文盲的年代，顶住巨大的社会压力而未婚怀孕，难度大得可想而知。单纯作为一部故事片，叙事风格和服化道，也是可圈可点的。
showywin,2024-12-10 21:32:23,江苏,2星,0,网飞投资这种宗教题材意欲何为？有受众嘛？
Rodge,2024-12-12 22:13:21,江苏,3星,0,圣经的故事，结局都知道的，没啥悬念
LST,2024-12-10 01:20:38,北京,2星,0,乏善可陈，没有宗教电影的光环
Michael,2024-12-14 02:27:42,上海,3星,0,网飞流水线产品，故事没啥高潮。
蕾雅蓝顿,2024-12-28 10:45:55,上海,3星,0,要给那么古老，逻辑各种漏洞的传说写出新的同人，还不能得罪狂热粉丝……只能说编剧它尽力了。😅剧里嘴上反着罗马，给玛利亚加一段类似维斯塔贞女的剧情就很迷。神殿想进就近，想嫁人就能接出来，还挺方便的。约瑟夫真的是戴了2000+年不明不白的帽子了。理论上他是合法丈夫，但实际上是个接盘侠。不同版本里他好像还会有自己的孩子。希律王虽然作为反派出现，实际上王权和神权的矛盾。莎乐美穿的跟个埃及艳后似的……
味之素,2024-12-16 20:34:52,上海,3星,0,牺牲太大
济海,2024-12-10 19:17:48,上海,3星,2,命题作文就是这样，除非真有导演敢冒天下之大不韪改写，不然就只能在既定框架缝缝补补。影片的宗教质感倒还是不错的，只是说要从mary这个女性角色身上挖掘出什么女性主义的东西，不好意思没太感受到。
热,2024-12-08 23:53:02,福建,2星,0,不太了解什么典故就看了，感觉拍的太白开水了，逻辑性很弱，然后对于主角的塑造基本上就是加百列咋说就咋做，剧情和走过场一样匆匆忙忙的结束，摄影和新人女主很美，是为数不多的优点。
聋没耳,2024-12-14 23:16:07,云南,2星,0,基督教说教片
orchidea,2024-12-10 22:51:51,湖南,2星,0,拍得很差……
彩華,2025-01-08 10:12:44,山东,5星,0,当权者听闻预言中兴之主名为刘秀，格外注意叫这个名字的孩子，有威胁的就杀掉，汉人无惧无畏，给孩子们取名为刘秀，汉人风骨，真正的大人。
Jnfkmfdwaum,2024-12-21 21:31:35,山东,2星,0,花俩小时看了个基督教传教片
dan,2024-12-12 00:42:02,广东,3星,0,讲耶稣他妈历经苦难生出耶稣的故事，比较粗糙，没有深度，编剧太应付，此导演的片看过几部还可以的。
Faitgaga,2024-12-24 21:26:59,法国,1星,0,翘！整的什么玩意呀吼嘿？ 全员工具人表现
jung,2025-01-19 19:46:34,上海,3星,0,不一样的玛利亚，拯救世界的弥赛亚。
祖宗,2024-12-15 03:26:47,爱尔兰,3星,0,油画般的画面质感，其他没了。
Rhapsodes,2024-12-24 21:54:38,北京,3星,0,请正确称呼本片为《大希律王的陨落》。
秋水sunny,2024-12-21 17:32:44,上海,3星,0,圣母前传。故事平淡反而限制了人们对圣经中凝炼的玛利亚故事的想象空间。演员演技和剧情节奏也一般。霍普金斯的演技用在这片子里有点浪费。
chiry,2024-12-14 16:59:23,海南,4星,0,要拍圣经题材的话，求求努力一口气拍个连续的，看了好几部都是半路腰斩了…拍吧，并且快一点
连城结锦,2024-12-13 21:07:10,江苏,3星,0,不愧是两千多年的老营销了
冲击力,2025-02-03 11:58:40,北京,3星,0,2025年2月3日。没看进去。
有点醉,2024-12-24 23:44:07,甘肃,2星,0,感觉乱糟糟的。
今是昨非,2024-12-27 00:25:27,上海,3星,0,6/10。画面质感符合当下要求。说说两个缺点吧，1片子里似乎没有给玛利亚太多选择的空间，可玛利亚是自由的，她可以说不。2若瑟杀人了。。。？
blbno24,2024-12-09 20:49:30,云南,2星,0,看不来
妖娆猫,2024-12-30 20:06:31,江苏,4星,0,20241225--356；玛利亚成为圣母之前的故事。
杜洋,2024-12-08 21:50:59,广东,2星,0,这题材，实在不讨好，圣经上并没有详细介绍圣母玛利亚生耶稣之前的故事。很容易就拍得老土沉闷或激怒信徒。
考拉的心情,2024-12-09 11:49:12,四川,3星,0,基督教投资拍的电影吗？
火腿炒方便面,2025-02-10 01:30:37,浙江,3星,0,就很平铺直叙的故事，也没啥特别的侧重点，稀里糊涂地看完了编剧对于耶稣出生前的故事的想象，就不明白拍的意义是什么，让大家不要忘记耶稣的诞生吗😂看着倒还挺舒服的
洛兹尼茶,2024-12-07 20:28:23,江苏,3星,2,犹太教的第二圣殿里面是这样的？
Christoph,2024-12-09 01:18:57,美国,4星,0,"And the angel answered and said unto her, The Holy Ghost shall come upon thee, and the power of the Highest shall overshadow thee: therefore also that holy thing which shall be born of thee shall be called the Son of God.  —— Luke 1:35"
.,2025-01-12 01:47:01,天津,3星,0,圣母找了个长的像印度人的演员。大圣若瑟基本是按美国人理解演的，片段～大圣若瑟直接找到圣母的爸爸，说“嗨，朋友，你能把你女儿嫁给我吗”，大圣若瑟整个一美国现代青年
羊文学,2024-12-06 21:48:25,广东,3星,0,摄影好看
刺猬小姐,2024-12-10 23:37:03,北京,3星,0,影片有些简单
Lzxc_c,2024-12-08 21:23:26,天津,3星,0,太普通了点吧也……
doodoo,2025-01-05 22:11:36,上海,4星,0,3.5 其实还可以用来具像化学习
Erdouxm,2024-12-07 17:18:31,云南,未评分,0,kk
我的友邻,2024-12-14 21:13:23,中国香港,3星,0,"感觉与圣经描述有些偏差, 约瑟在里面杀人了竟然, 加百列天使看着也很邪, 相比基督教, 更像是天主教里的感觉. 玛丽亚和约瑟马车逃亡那儿, 至少3个士兵进去, 但是最后好像只变成一个了, 而且攻击力也突然变弱, 全副武专竟然连几个手无寸铁的平民都搞不定"
Mario,2024-12-06 18:05:18,云南,3星,0,玛利亚的眼睛是如此的清澈柔和。剧情略显平淡。
易成章,2024-12-11 01:56:10,上海,3星,0,对于亚当而言，天堂是他的家；然而对于亚当的后裔而言，家是他们的天堂。——伏尔泰神话不神话，历史不历史。耶稣出生以后，到公元之间没有什么记载。可以展开想象，可惜只能强行结尾。
夏桢,2024-12-11 20:07:11,陕西,3星,0,宏大的叙事背景，薄弱的故事情节。
Mr. yesterday,2024-12-12 13:29:22,山东,4星,0,爱会让人流泪 爱会让人悲伤 但爱也能拯救你我 后来的世界诞生在了小小的马厩中
Jing L Spriggs,2024-12-31 13:47:06,美国,3星,0,只有我一个人觉得这个电影是搞笑片吗？乔瑟夫在加百列的帮助下绿了上帝。然后马丽亚保持处子之身怀上了耶稣。加百列好意思说自己是大天使而路西法才是堕落？我知道这个故事就是这样的，不能从生物学角度说。但是我就是个学生物的，而且同时我每周都去教堂……另外好笑的一个地方是，坏事怎么就都变成罗马人做的了？不是犹太人吗？怎么就罗马人了？坦白说画面挺美的。
niki,2024-12-07 11:34:03,北京,4星,0,37年出生的老爺子還在演戲啊⋯⋯
雨天的海边,2025-01-04 14:27:50,湖北,4星,0,这也改编太多了吧 怎么出城那块儿还追逃起来
