用户名,评论时间,IP属地,评论分数,有用数量,短评内容
小海,2010-01-28 22:52:32,,5星,1489,这部电影没什么好说的，史上最完美的电影，没有一秒尿尿时间！
南笙,2012-01-06 23:02:43,,5星,1629,对不起，我戒酒了。
眠去,2007-02-20 10:56:01,,5星,1280,hope is a good thing
苏多多,2018-01-20 13:54:58,,5星,950,这是我每年都要回顾的一部片子，每当心情低落，人生低谷的时候，或者随便什时候打开，听着摩根弗里曼低沉的声音娓娓道来故事，就会感觉好了很多。好的电影是好的人生陪伴
小易甫,2008-06-08 14:49:34,,3星,2733,"在我的心目中,它一直都是最被高估的电影。"
小耳朵图吗,2007-08-21 06:50:24,,5星,1248,越狱我感觉就是改编自这个
快乐人生,2018-01-04 11:51:34,,4星,832,不愧是好莱坞大片，一环扣一环，没想到最后不但逃生生天还偷偷把典狱长的贪污转移了出来，证据也送达了出去，帮助了曾经关心过自己的人，情节安排的巧妙，演员演绎的也好，是美国的，有爱国情节的我给打四分
乐安蓝,2008-03-02 15:00:17,,5星,1142,明修栈道，暗渡陈仓
赫恩曼尼,2012-06-29 15:24:52,,5星,631,若你试自由如生命，你愿意用20年等来一日的逃脱。
遇见彩虹🌈,2017-10-25 10:14:27,,5星,578,何为救赎？只有重燃人们心中的希望才能救赎。有希望才有一切可能。即使环境再恶劣，安迪都没有放弃，坚持不懈的写信为大家换来更好的图书馆，帮助有需要的人拿到高中文凭使他们可以在社会上有生存能力，就算知道会惹怒看守也想让人们都听到美妙的歌声，点燃希望之光。有一种鸟儿是永远也关不住的。
顾俏乜,2017-05-03 19:04:54,,4星,562,通过下水道逃出去，这真的是太震撼了，不得不说男主对自由的执念克服了一切，即使待在监狱里，因为不断学习，没和外面的世界脱轨，他才能如此从容面对一切，甚至即使是在监狱这小小世界里自己也是主宰，所以说：学习很重要，学到老活到老。
毛利,2006-11-21 20:12:53,,5星,940,看完让人很振奋
雨果,2016-12-23 19:03:28,,5星,375,好片，但是远比这部片更好的还很多，大家整天把这部电影稀奇得不行，其实同年的电影我更喜欢阿甘。
九尾黑猫,2008-03-19 00:32:02,,2星,2278,真的不喜欢，不好看，没感觉
yocofcjx28,2016-11-12 16:01:50,,5星,554,太感人的电影！完整看过四遍！安迪从下水道爬出后，在水里在雨中仰天长啸时，就瞬间泪奔！
朱岳,2021-11-27 23:23:19,,5星,290,二十岁以为自己是在外边看，四十岁才明白自己是在里边看。
Doublebitch,2007-12-24 17:50:21,,4星,539,绝对是期待过高导致有点失望
橘猫爱吃鱼,2018-01-12 16:31:58,,5星,474,这是一部关于自由、友情、正义的电影!“信念不灭，希望永存”。这其实是他们全体人的救赎，只是选择的方式不同而已。
momo,2021-02-02 22:28:40,,4星,236,其实理解不了为什么这部影片会排名第一…
如月之恒,2022-10-15 01:33:49,湖北,5星,184,我发现影史顶尖的作品，都反映了人的执念，一种笃定一切的意志力，这种意志不被人理解，但让人佩服，因为大多数人不敢付出这样的代价，他们不敢相信这一切的价值。自由和希望，就是每个人活着的一根弦，绷着就能生，断了就得死。所以“要么忙着去活，要么忙着去死”，在于选择。如果你愿意相信自己会是那只光彩夺目的鸟，那你就不可能被困在牢笼之中，因为安迪的牢笼是他自己打开的。
老鸡｜扶立,2008-01-10 13:23:26,,5星,651,我最喜欢的电影
谋杀游戏机,2009-09-11 17:32:51,,5星,291,高中第一节心理课。“有一种鸟是关不住的，因为它们的每一片羽毛都闪耀着自由的光辉”，但后来不幸成了我的逆反宣言……哈哈哈。
雨滋味,2018-01-31 08:46:09,,4星,180,救赎什么？灵魂？自由？信念？你看看这部电影就有体会了
波波维奇,2018-01-20 16:48:59,,5星,202,非常好，可惜那年有阿甘正传，但我个人认为还是这部最佳。
毛驴哥🔒🔒🔒🔒,2005-12-26 22:57:17,,5星,322,不多说了
不良生,2016-05-18 09:30:06,,4星,128,天下大同。PS：停留在前去相逢的车子远去的背影最好，不必拍出重遇和相拥。
尽欢,2017-12-26 11:32:50,,5星,358,习惯了监狱生活而接受不了正常生活的人，既真实又恐怖。勇敢面对生活，逃离自己的舒适区。
欢乐分裂,2016-05-14 22:25:09,,5星,144,#重看#@影城；超越年代的“主流心灵鸡汤”依然灌得眼泪直冒；世上本无希望，若我多行一步即是希望，在绝望黑暗处生出倔强微光，卡夫卡式的悖论；每人都背负着有形无形的肖申克，注定无法被囚禁的鸟儿一定会挣脱桎梏，天才善于做梦；类型片元素大集成，充满匠气的完美作品。
婷婷爱八卦,2017-12-20 17:30:46,,5星,123,几年前被母亲推荐看的，她很推崇，看过后感觉可以，黑暗是每个国家都存在的，总的来说希望好人一生平安！
summersouljul5,2022-10-24 18:09:03,韩国,4星,107,整部电影有点像爽剧，给我的最大感受不是自由真好，而是脑子聪明真好。Andy越狱后的一切过于完美，以至于在最后一幕，当蓝得不真实的大西洋出现时，我一度怀疑这一切都是Red老头的美好幻想——其实Andy已经精神崩溃，或者越狱的时候被击毙。而他照例无法被保释，老死在监狱。人生最后的日子里，为了消磨时光，在脑海里编一些不一样的结局，弥补今生的遗憾。     然而，既然这部电影一直强调“希望是个好东西”，所以行吧，来点儿积极的：祝我们不满足于肖申克的冷啤酒、音乐和图书馆，而是走出墙外，一直往大西洋走去。祝我们有智慧和勇气踏上一条充满不确定性的自由之路。祝我这条影评别给我惹来麻烦。
东篱,2018-01-20 18:53:42,,4星,115,经典老电影就是不一样，重温了无数遍呢
艾晨,2017-08-09 18:25:46,,5星,113,2008年11月28日，第一次看肖申克。那时候观影量还不到五百吧。给五星是见识浅。现在差不多九年过去，我在豆瓣标注看过的已经超过三千，第二次看，还是给了五星。它当然不是最好的片，但是太滴水不漏了。
徐小花,2006-08-16 17:46:16,,5星,474,酣畅淋漓
Mono,2018-01-24 13:46:00,,5星,270,怒赞，很难有一部电影能比《肖申克的救赎》更好的诠释梦想与救赎这两个词的关联，电影予人带来心理的洗涤震撼是如此深刻，对比安迪，我们生活中看似无以能迈不过的坎又算什么？当你若能一直心拥梦想，哪怕失败，也定能获得希望的救赎。
遥の寵,2022-10-03 22:04:14,辽宁,5星,144,真正的救赎从来不是词汇意义上的“彻底改造”，而是在历经劫难、遗失人生重要年华过后依然渴求灵魂与躯体的自由和无上美好的希望
叶荣添,2011-02-21 11:07:22,,2星,951,大众经典我从不感冒，为什么？我欣赏水平不行？
壳子,2017-01-03 10:35:31,,5星,200,发现自己最近真的是愿意回看经典 尤其是没有女主的经典 自由与希望 多么美好的词汇 可是一个迂腐的人现在才体会到 这两个词如果一年前对我提起 那么我会表示鄙夷 会觉得这两个词太虚无缥缈 假大空 而现在 如果你向我提起 那么我会说 我爱自由和希望
酒鬼一家小迷妹,2018-03-01 08:28:58,,5星,86,经典，很久以前看的了。人活着就得有希望。
思无邪,2018-01-13 09:20:49,,5星,240,任何时候都要坚持，坚持就会成功的，但现实能一直坚持的人是少的。值得一看
我不绝望,2006-10-05 22:11:30,,2星,904,有那么好吗？？？？？
死鬼,2018-02-09 21:19:15,,5星,196,要么忙着活 要么忙着死 人应该对现有生活保持乐观的心态 充满希望 学会享受 而不是得过且过 苟且偷生 这种人生还有什么意义呢？还不如趁早去死 活着也是浪费资源
花落  思量错,2017-02-07 23:54:44,,5星,73,“人活着得有希望”，一点都没有错，当老布自杀的时候我在想他应该回到监狱里度过剩余的日子，可是当安迪终于出去的时候又是那么美好，人啊真的得有希望才能快乐勇敢的活下去。当我失意的时候就想起这个片子，想起他那么努力想尽办法的脱身，觉得我一定也可以冲出重围重新站起来，真的太励志了。
慕詩,2016-12-27 12:49:58,,5星,178,自我救赎才是唯一的出口。感叹于知识改变命运啊。
秋瞑,2018-02-03 16:08:57,,5星,64,好的电影值得所有人反复观看，这就是一部。
喻鸣,2013-11-08 00:06:03,,5星,76,"对推上神坛的电影总是莫名恐惧，以致雪藏了多年才看。看完发现它之所以雄踞各类榜首，是因其他至多称作经典，而它却可称作伟大。Fear Can Hold You Prisoner, Hope Can Set You Free .Hope is a good thing."
程晴之,2018-01-16 11:47:12,,5星,162,很久之前看的了，印象深刻的是一位老人在出狱后不知道如何生活了，外面的一切都是他所不熟悉的，无法正常的工作，交流，生活。最终选择结束了自己的生命。习惯真的是一种极其强大的可怕的力量！
大宋亡了吗TnT,2021-09-24 22:49:25,,3星,95,我不知道这是不是史上最佳的电影，但这绝对是吹嘘最大的电影。
蝶雨成宣,2016-10-31 22:11:17,,5星,148,这部被称为《刺激1995》的影片在中国影迷间也有极好的口碑，可见电影超越国界的神奇之处。
楚平,2022-10-22 11:05:14,山东,5星,74,《肖申克的救赎》中安迪的扮演者蒂姆·罗宾斯说：“这部电影传达的是长久赛，而不是即时的满足。很多人感觉被困在了自己的生活中，因为一个糟糕的工作，或者相处不愉快的伴侣，或者其他随便一个什么原因。从隐喻层面上看，电影向这些人诉说了一个理念，就是对于所有人来说，总有一处理想之地在等着你，终有一刻，你会达到那里。”
tlmgt,2014-02-01 01:18:53,,2星,499,有点好奇这部片为何被过度赞誉到这个地步···
Konec,2011-04-10 14:05:23,,2星,199,虚假的巧合被当作精妙对比，突兀的后果往往使人惊叹而不是受启发，脱离过去过于决绝。
A天涯任我行,2018-01-11 01:21:55,,4星,266,可以说这是越狱系列影片的鼻祖，故事情节细腻紧凑，从被迫入狱，在狱中斗智斗勇，夹缝中求生存，以及对重获自由的极度渴望，凭借超高的智商和过人的勇气，一次次化险为夷，最终和狱友成功逃离，获得自由。侧面揭露的社会黑暗及腐败不堪入眼的一面，值得深思回味
juvenile,2018-01-16 16:14:38,,5星,63,救赎每次看都有一种新的感觉，没有什么能够形容我对他的崇拜，人生若是真的能自由自在的在日落的时候喝着沁人的冰啤，那该是多么美好啊。
豆辛瓜辛,2018-01-10 19:59:47,,4星,85,在这世上生存就得有一项特长，再者坚持就是胜利吧。
kmkgcwzy,2018-02-19 11:07:52,,5星,58,希望有朝一日中国也能拍出这种有深刻人生内涵的电影
深夜的光,2018-02-22 15:36:51,,5星,48,"一部没有女主,没有爱情的好电影！不可超越的励志佳片，真的很令人感动的美国电影！炒鸡推荐🎉五星绝对的！"
Lycidas,2016-05-14 22:56:36,,5星,49,天知道第几次重看。它最伟大可贵的地方大概一方面是多层次嵌套的丰富主题，另一方面则是一种内在的timeless品质和情感表述，因此无论观众身处哪个时代，来自何种背景，抱持怎样的心理状态，都能够有效甚至不由自主地relate其中的某个角色或某段情节。
炫3D,2017-03-17 13:35:52,,5星,53,总觉得美国大片更容易直面人性，直面真实的社会。
杨迪,2009-12-19 14:08:35,,5星,142,最后那一瞬间啊
豆瓣酱,2017-01-08 12:59:58,,4星,75,经典是可以反复品味的，安迪对生活和自由充满向往，出狱对他来说是新生;而早已习惯了监狱生活的瑞德，已变得麻木，出狱对他来说就是死亡。
😺,2018-01-17 12:47:11,,4星,59,还是经典的老电影振奋人心，主人公逃出监狱在河流中张开双臂的画面记忆犹新。
滚滚的麻麻,2017-08-15 00:19:21,,5星,74,重看次数最多的电影
Ocap,2015-06-30 22:20:52,,3星,154,几年后，五星改成三星。
已注销,2018-01-24 21:31:23,,5星,145,几年前看的，看完之后挺久了才回神，第一次因为看了一部电影反思自己。是我心中电影的第一名～
ceci🍰,2018-04-05 11:54:49,,5星,43,真的好好看呀，对得起它那么高的评分，我要找小说来看一遍了
逐离,2021-05-14 23:30:11,,4星,56,无疑是好看的。但这么高的评分却是夸大了
叫她孙女凯拉走,2017-03-22 01:52:57,,5星,101,要么忙着活，要么忙着死。
自然卷要卷毛,2018-02-17 16:55:42,,5星,39,我以为是个压抑影片，最后，我发现了希望的光。hope，谁也无法夺走，谁也无法消灭。这部影片，值得一看。
考拉小巫,2012-07-09 12:01:30,,5星,137,最最最最最好看的电影。没有之一。
aha,2021-01-31 18:03:53,,5星,83,"Hope is good thing, and is everything."
爱吃糖的猫,2017-04-03 15:19:41,,5星,26,"It takes a strong man to save himself, and a great man to save another."
grace-xhu,2018-02-25 22:54:30,,5星,149,人的信念真的太强大，只要想做，而且坚持，总有一天会实现。知识的力量也是很强大的。看完这部电影，感觉自己又对美好的生活充满了向往。
百骨金titi,2018-01-12 14:08:20,,4星,125,真的很金典，每个人心里都有渴望不一样的自由，却又不得不被现实生活所束缚，很矛盾的个体，希望每个人能像安迪一样找到获得真正的自由。很喜欢摩根弗里曼
七七,2018-02-26 23:33:51,,4星,39,肖申克的救赎，这部电影很好看，值得推荐
sharon,2017-03-18 21:02:21,,5星,52,绝望里长出的希望能带来无限的勇气
齐木楠雄,2016-09-11 22:20:44,,5星,40,非常触动人心的经典
然悔悟,2017-03-18 17:09:11,,5星,28,很久以前就想看这部剧，今天终于看了。最震撼的就是安迪越狱的那一段，无论是配乐还是色彩或是安迪的动作神态，都掌握的很好！从此以后，他再也不用承担本不是他的惩罚，他，终于自由了！
八贝勒爷,2018-04-04 08:40:50,,4星,37,好多感受不能用语言表达，世界很糟糕也很美好，坚持才有希望
你读书少♂,2017-08-12 10:25:50,,3星,45,当然是一部好电影，但他现在已经被物化成的最廉价的鸡汤。如果最顶级的电影就是这样的话，那电影这门事物真的是太让人失望了，也完全算不上艺术。不过万幸的是它不是最好的电影，它只不过是最烂大街的好电影。 幸亏有更好的电影更有理想和艺术追求的电影在捍卫的电影在艺术造诣方面的底线和天花板，才让电影没有在一片营销号的鸡汤中沦落为最廉价的网络谈资和消费品。
铃儿响叮当,2017-01-05 23:47:03,,3星,72,好看但这么高的分有点假了吧，如果和越狱比起来，还是越狱好看些！
宇宙塑胶魔怪,2009-04-25 13:06:17,,2星,158,史上最有名的烂俗励志片，没有之一
Muto,2018-05-01 16:26:42,,2星,60,这部标记排名第一的电影被越来越体制化的大众标记为需求，但那虚构的希望恐怕是个偌大的笑话。根深蒂固的资本原则在被掌权者剥夺权利的《第七大陆》上呈现出多端的众生相，资本积累成了人们重返自由和尊严彼岸的唯一途径。因此《肖申克的救赎》最终是代表统治阶级的救赎，它与作为人的人没有任何关系。
Lies of Lies,2008-06-21 01:10:37,,2星,50,“我没罪”，“我没错”，这就是本片提供的巨型情绪价值。
