用户名,评论时间,IP属地,评论分数,有用数量,短评内容
蓝凝之,2019-05-12 15:50:43,,3星,189,其实，一直不太懂，这个电影高分的原因…
士辵元,2024-01-22 02:27:20,福建,5星,87,当里昂放进玛蒂尔德，悲剧就注定发生。杀手拥有感情，这令他软弱，令他丧失理智。然而，「女人和小孩可以不小心，但男人不行」。当一个杀手不太冷，就注定有温热的血液将从他的身体流出来。
皮蛋,2016-11-05 00:14:33,,5星,190,一个酷爱喝牛奶的杀手 有一盆被照顾的很好的绿萝 冷酷又温情 玛婷达全家被杀敲门向他求助 开门的一瞬间光亮照亮了玛婷达的脸也打开了他的人生 这是他们各自的新生与救赎 “我开始想要过得快乐 睡在床上 有牵挂”只是 杀手再也回不来了 手环拉开 炸弹引爆 仇已报 杀手死
懒人的主,2018-02-01 22:27:34,,4星,74,看过的最经典的大叔和萝莉的温情电影，娜塔丽．波特曼的表现很有张力。
梦里诗书,2015-07-05 18:22:26,,5星,101,这是吕克·贝松最好的电影，很难再找到他执导的一部电影能与之并肩，这是让·雷诺最好的电影，作为一个法国演员的他，极具代表却又以一个杀手形象如此独到的的演绎了一场法式浪漫，当然我们也不可遗忘娜塔莉·波特曼这位电影中的少女，她在电影中所散发宛若美玉的光芒，最好的导演与演员曼妙的法式温情
王老虎,2008-06-25 13:22:49,,5星,93,我喜欢的演员跟剧情跟标题
股神看不懂,2016-10-31 07:57:20,,5星,134,几天前又重温了一遍，还是一样的感动，杀手的心里永远住这一个孩子，尽管杀了那么多人还是那么单纯，对女孩来讲他的陪伴虽然短暂却教会了她很多，影片最后大叔终于找到了自己的根，也算是一种幸福吧
尖尖小天使,2023-10-09 13:21:35,四川,4星,68,美化恋童癖，把一个中年大叔杀手包装成纯情男，片子前面娜塔莉只穿内裤的镜头也引人不适，这片子要是在今天上映能被喷的程度
大赢家,2021-05-01 16:52:44,,2星,107,满屏的英雄主义和恶臭萝莉文化…崇拜、依赖、学徒，忠诚、献身！终于知道为啥小男孩都爱不良少女了！她们懂得多，肯献身。也算知道怎么回事了。歌挺好听
机器人养成手册,2022-08-07 19:53:39,,2星,75,I just hate that kind of story. 全篇唯一惊艳我的点就是m全家被杀之后leon给她开门处的打光好像进入到天堂一般被解救。全篇都在用这种小女孩主动的情节来削弱炼铜的罪恶感，用leon的拒绝来削减自我代入的恋童癖们的罪恶感，最后的互诉爱意让他们获得禁锢的解脱。也许是这个故事被太多故事模仿过了，我会被无聊到玩手机。我真的太讨厌这种女主作为一个女性被男人保护并且男人为她牺牲的故事了，如果玛蒂尔达更多地作为儿童被叙述的话我还能理解一二。最后进特殊学校的转折更是看得我一愣，为什么leon死了她就好好上学了？所有让她上学的只有tony说话管用？又或者是把学校作为了玛蒂尔达的归宿但这样的写法让她更弱小且怯懦了（我以为），因为leon除了他的死之外并不是推动她上学的有力因素
苏多多,2018-01-20 14:01:08,,5星,135,其实我对电影的剧情感觉一般，但是演员们的表演真的是很精湛
路德维希吃面条,2023-10-23 23:58:53,天津,3星,164,真不明白为什么评价这么高…在我看来只是普普通通的剧情片，打斗戏也挺小儿科的，更别提擦边恋童看得人诸多不适。
dbxikdbsox,2020-09-09 18:45:34,,5星,66,太久没有这么动心的一部电影了。Leon为爱走上杀手道路，也为爱终结自己的生命。
啦啦&jojo,2022-06-20 20:22:23,,2星,86,让我真切感受到豆瓣男性用户很多的电影之一
柠檬味的猫,2018-01-16 13:20:37,,4星,48,很早之前看过的一个电影了，当时很无聊，就百度有哪些值得看的经典电影，有人推荐这个，于是就去搜索，先是被海报吸引，一个萝莉手拿一盆花和一个帅大叔（这个经典形象后来还被我画了出来）
雾灯,2024-08-23 23:46:31,广东,5星,49,相互救赎的故事，我更愿意当做父女的感情来看待。一个给予了温情，一个守护了生命，尽管很可惜里昂最后因为守护而死，但我想这也成全了玛蒂尔达未来的人生，毕竟她还是只是一个小女孩，当她捧在里昂一直养的那个盆栽回到学校，好像她的人生正途才刚刚开始。
瓜。相信这个世界很变态。,2008-07-17 19:39:26,,5星,157,因为这部电影喜欢上让雷诺。
示波器,2023-04-29 13:30:15,广东,4星,59,Mathilda这个角色被导演寄予了太多的幻想，既要有熟女的诱惑，又要有萝莉的外表，还要有让Leon来拯救的闯祸体质。
小痕呀,2017-01-19 21:32:40,,4星,37,我以为是萝莉和大叔的爱情打开电影，其实电影中的感情远比爱情细腻的多，守护关怀陪伴，他教会她生存，他没教会她爱情，这是人生啊！还是要表白小女孩，活得超级酷╭(╯ε╰)╮
朝阳区陆依萍,2012-06-24 08:38:32,,5星,34,到哪里找那么好的人。。。大叔有个正太心，萝莉有个御姐心，故事极好。。。
夕夏,2018-01-17 17:07:59,,4星,35,生活一直这么不容易还是仅是童年如此一直不容易sorry，get不到原话了但是大意如此生活不易，且行且珍惜
侧耳倾听young,2024-06-12 11:51:41,贵州,3星,121,小女孩在目睹家人被杀的惨状后紧抓住救命浮木以求生存，编剧是有多自恋才会写出小女孩爱上了杀手并且会在他死后一直恋恋不忘的故事……
红绍愿,2018-03-20 21:55:50,,5星,49,小女孩的眼神真炸，这种搭配稳阿。画面很棒，果然是经典阿
SaynomorE,2022-01-07 06:37:29,,3星,118,不能过了那个年纪再看。毫无滤镜，现在看只觉得男性凝视过重，剧情杀结束一切
欢乐分裂,2007-03-05 10:36:03,,3星,42,2022-2-1重看；重温仍觉不对胃口，也真是时代片了，放到今日被骂可能性很高——满溢的恋tong元素，镜头在女孩身上流连充分暴露了凝视，模仿秀更是其心可鉴；天涯沦落人之间的相互救赎，更像是一出过于美好的童话。类型片关键要素齐全，首尾两场枪战拍得精彩，温情犹存的杀手、热爱古典乐的神经质反派都既有标识度，也影响大量后作。
蔬菜精灵,2024-09-06 07:31:46,广东,4星,53,哎。怎么说呢 感动是有的，孤独的人其实更脆弱，没有根也迫切地想要寻找根。但现在好像更加现实了，不太喜欢这类浪漫爱电影了，甚至觉得是炼铜，觉得大叔是因为萝莉而死(这无可厚非，浪漫爱电影就是这样)，不同的阶段吧，我也为自己的「冷漠」持释然态度。
momo,2021-02-12 21:56:06,,3星,107,女主好低智，男主好冤枉
西楼尘,2015-11-15 00:52:39,,3星,50,玛蒂尔达将绿色植物埋好，以这种方式与某个人相伴，也和一段不属于自己的假期永别。彼时她惊惶闯入他的生活，如同一只小兽，眼神躲闪呼吸呜咽。现在她可以独自面对生活，骨骼拔节生长强迫她与童年作别，但幸好曾有那样一个睡觉打鼾的冷酷男人予她命中暖阳。故事太熟稔以致少了惊喜，片子硬朗兼具柔情。
九幽幽余,2017-08-22 01:02:10,,3星,72,剧情是比较新颖，但是我没有get到里面的爱情…强行get也get不到
Mono,2018-01-25 06:56:25,,4星,67,生命中的阳光，不知不觉的羁绊
