用户名,评论时间,IP属地,评论分数,有用数量,短评内容
Boom,2024-11-25 06:34:46,加拿大,2星,195,现场看完后掌声雷动，我坐在其中陷入了很久的自我怀疑。
一條魚佔滿了河,2024-12-06 23:27:31,北京,4星,210,Wicked是一種處境，是為了“團結”眾人被塑造的公敵，被無端地仇視，膚色、性別、種族、性向都不過是藉口。Wicked是一種選擇，看清世界的骯髒真相，寧可與所謂的集體為敵，也不同流合烏成為帝國走狗！即便只是上半部，也是相當完整的一部電影，已經很久沒有看完電影就立刻想看第二部了，年度最佳歌舞片、年度十佳院線片、史上最佳童話衍生電影，從對獵巫時代的反思，到對種族隔離的映射，再到對政治虛偽與政客無能的揭露與反擊，一步步彰顯著電影的嚴肅內核。作為一部歌舞片，歌舞的地基打得相當扎實，旋律足夠動聽，場面調度精彩，Cynthia Erivo的一把好嗓子，一遍又一遍地驚艷著耳朵，更難得是表演上也相當動人，讓人愛死了艾芙芭，結尾一首《Defying Gravity》燃到熱血沸騰，年末單曲循環之選！
Cap.Mainwaring,2024-11-27 19:30:45,上海,2星,105,居高临下给刻板印象世界观洗白，粉女巫角色不仅伪善并且非常讨人厌。因为长相不同被家庭社会抛弃、mean girls校园冷暴力，二女争一男……这是女编剧写的大女主剧本？音乐剧本身没有一首歌可以作cover，近3小时的折磨。
Letsgoparty,2024-12-09 22:35:05,上海,2星,89,好久没有在电影院坐牢的感觉了…
Fan要坚强,2024-11-23 12:01:04,美国,4星,150,这是一个INFJ 碰到ENFP之后修炼成INTJ的故事。我太喜欢Cynthia的acting 尤其是在party上的silent dance，眼眶崩裂却没有流出眼泪的样子，我一下子就哭了。 /A妹真是360无死角的甜妹，简直像是刚从亚洲回来的泰妆Barbie。 / 阴雨绵绵的纽约需要Wicked给一点girl helps girl的power，看的我losing gravity/UES这一场90% HS girls 看完全体鼓掌/ 我想请所有评论剧情差的朋友都去看看wicked musical，电影的节奏真的是musical的effective expansions @AMC
不姨妈的大白色,2024-12-14 19:14:14,上海,4星,82,趁着我还能说话的时候我要离开这里，雪豹如是说。
凹凸,2024-12-06 22:41:10,上海,3星,16,全片最大Bug：Jonathan Bailey演不了一点直男。除了图书馆一段，大部分的歌舞场面，空间调度都太贫瘠了。
Miracle,2024-11-22 22:10:53,韩国,1星,430,再也不想被虚假的好评欺骗……我靠我美妙的周五夜晚就看了个这东西…………我明白了一个道理……喜欢魔法世界的人应该去游乐园而不要寄希望于电影……会被气死……
Martin－多乐乐,2024-12-01 19:48:36,英国,4星,128,其实是一部非常隐喻的政治色彩所谓的好女巫坏女巫都是为了服务奥滋国的政治形象罢了民众需要一个敌人和一个英雄另外姐俩唱的歌都挺好听的不错哈哈哈
双晚,2024-12-07 00:46:18,上海,3星,42,B. 娱乐性足够，但导演能力构成明显的短板。就像花100分的力气交70分的答卷，不仅在于把大规模实景拍出了一种CG塑料感，更在于整体空间感和节奏感的失调（最重头的Defying Gravity几乎拍得稀碎）。朱浩伟的调度思路就像小学靠摘抄好词好句写作文的我，看似花招不断，却缺少对全局的把控，导致最后的成片浮于臃肿（而这甚至只拍了故事的二分之一）。但还是要感谢他对乔贝利狠狠的凝视，辣得银幕着火，让人大水滔天，看完只能感叹：“I’m not that girl.”
张翔森,2024-11-22 18:21:03,韩国,2星,110,这部电影真的有魔法。什么魔法？催眠的魔法（分分钟让人入睡）。
