用户名,评论时间,IP属地,评论分数,有用数量,短评内容
是斯基,2024-06-08 19:24:42,浙江,5星,391,好看！Trudy最后回到纽约受到欢迎时，她爸沾光坐上车得意自豪的样子，随后和她妈妈对视的眼神，我太知道彼此的内心戏是什么了。老爸不愿意支付2美元一周的训练费用，妈妈立马坐下开始绣帽花（拒绝做晚饭）；女教练帮忙说服大胖子sponsorTrudy；姐姐跳进海里陪Trudy游……这才是我想看的girls help girlsbtw，片头出现的迪士尼标让我莫名感慨（真是好久没看迪士尼了啊……）
象小垚,2024-08-06 23:49:46,云南,5星,267,去吧女人，去游过红色的水母潮、游过潮湿迷人的海雾、游过黑色大海的披肩、游过肉店玻璃上的价签、游过装了安眠药的茶、游过包裹身体的泳装、游过泳道和玩笑、游过奖杯和禁忌、游过凝视你的照相机，看见熊熊不息的岸边火了吗？英格兰的沙滩在等你。
骨灰盒请看日出,2024-06-08 19:10:51,湖北,5星,298,一直在哭无法客观评价，但影片如此明显的女性主题，片名为什么翻译成这样
靳很行,2024-07-11 02:40:43,四川,3星,140,它是如此的标准，以至于看完后你反复思索，竟然不知道她为什么会热爱游泳，又如此想要自由。
猪头妖怪,2024-06-02 00:52:46,上海,3星,117,剧本问题不小。为了制造戏剧冲突，编剧不惜牺牲常识。比如希望自己的选手失败的赞助商、给自己的运动员下药的教练、试图创造纪录来打破性别偏见却又故意不喊上媒体，这些极度反常的设置需要更好的解释才能取信于人。至于女主的老妈闯入电台直播间，一会儿嫌弃电台播放的音乐不合自己的胃口，一会儿又呵斥主播别高兴得太早，就非常惹人反感了。我理解编剧想要塑造强势而有个性的女性形象，但他显然没有分清“强势”和“粗鲁”之间的分界线到底在哪里。
桃桃林林,2024-06-19 19:18:19,上海,4星,98,是那种复古的好看的女性运动励志题材
永久退休王静阁,2024-07-21 12:58:12,北京,5星,210,打五星是为了告诉你们，多投资多创作这样的电影，让全世界的女孩都看到——尤其要记住导致Trudy第一次失败的那个男教练。女孩们把你们的眼睛擦亮，永远别让任何劣质Y染色体stand in your way!!!!!
焱返,2024-08-07 00:51:17,福建,5星,140,去吧女人，如我不能横渡海峡，我就做那岸上点燃篝火之人。
咖啡不加糖,2024-07-28 03:10:40,山东,5星,147,看到最后有点恍然为什么女性力量电影总令人热泪盈眶，世人都不看好你，男性给你使绊子，你在没有历史可参考，充满偏见的社会上做一件梦想中的事，本身就极具反抗意味，女性从来不是反叛者，却必然成为反叛者。弱小的躯体创造先锋奇迹，女性才是手持炬火的勇士
shininglove,2024-06-17 22:34:19,北京,3星,107,只有拼命往前划，才不至于往下滑，这就是女性日常处境缩影。
Coraggiosa,2024-07-26 04:23:40,荷兰,5星,166,我想给这部片子一百颗星！！！所有的小女孩都应该看着这样的影视作品长大，而不是什么公主王子浪漫爱的bullshit。
江湖郎中调研,2024-09-06 22:16:33,陕西,5星,118,当一个女性站起来的时候，千千万万个女性也就站起来了。
momo,2024-07-21 15:18:08,广东,5星,121,原来我不是不喜欢看传记片，我只是不喜欢看主角为男的传记片ps女主第一次游泳的地方居然是coney island！
