用户名,评论时间,IP属地,评论分数,有用数量,短评内容
国王KING,2017-04-14 14:17:06,,未评分,9,不建议观看，实在太黑暗太过绝望了。经历了那种遭遇的素媛，还是那么乖巧懂事，让人心碎，观影时数度落泪……「最难过的人笑得最灿烂」。
扌丁月佥,2017-04-07 21:14:54,,3星,12,剧情很感人，但是个人不喜欢看韩国人哭，一看就出戏。
元宝宝,2017-03-13 16:07:40,,4星,17,韩国影人很是大胆，前有《熔炉》性侵残障儿童，后有《素媛》性侵幼女。这种敏感题材且具有很强社会反响的作品，确实值得鼓励，用文艺的手法将社会的阴恶面呈递在当政者面前，也是一种无声抗议。我们需要的不过是一片安宁的天空而已。影视作品可以大肆抨击丑恶，但现实中还是少一些苦难家庭的出现吧。
我是大皮哥,2013-12-31 13:25:52,,5星,13,就个体所受伤害程度而言我认为素媛远比熔炉更残酷虐心，但感谢影片中有那么多温暖美好的元素让人看到希望，不至于压抑得崩溃。世界没有保护素媛远离伤害，而这个小女孩却依然用善意教会了我们每个人，活下去的理由。最孤独的人最亲切，受过伤的人总是笑的最灿烂，因为他们不愿让身边的人承受一样的痛苦
媛木子,2017-03-03 23:14:38,,5星,11,第一次看的时候我眼睛都哭肿了，最孤独的人最亲切，最难过的人笑的最灿烂。这是因为，他们不想让其他人遭受一样的痛苦。
水怪,2014-02-12 23:26:44,,3星,9,最后一锤能砸下去就能升四星。
frozenmoon,2014-01-02 22:33:17,,2星,178,被严重高估的电影。
郭连凯,2015-08-08 10:22:18,,4星,5,336 电影拍的算不上有多高明，但着实催泪，题材和表演。
vivi,2014-04-20 12:26:56,,5星,6,4.5. 一路无法不想起薛景求在“那家伙的声音 그놈 목소리 (2007)”里面对直播镜头时充满泪水的眼睛；这一次他的孩子被救了、活下来了；需要面对的困难或许更多。“最孤独的人最亲切，最难过的人笑的最灿烂”~ 影片开头是风筝，结尾是飞机~ 这样的故事实在很难不感动，如何不煽情才难能可贵。
猫语猫寻,2015-08-22 19:01:20,,未评分,11,如果有一个绝对不会看的选择的话就好了。这种类型的电影我是拒看的，以后也绝对不会看。因为怕砸电视或者去杀人，看到熔炉我已经后悔了。我甚至都不想再看到这部电影的推荐，每次看到豆瓣猜给我推这部我就很心塞，所以我就点个看过，不想再看到关于这部电影的任何信息了
昵称被占不开心,2017-04-07 22:13:11,,4星,11,爸爸和素媛之间的好多细节特别感人 好心疼小女孩
裂口饺,2014-06-04 05:29:09,,5星,15,“往往最孤独的人最亲切，最悲痛的人笑起来最灿烂。”
呢昵喵,2017-02-12 22:24:58,,4星,7,父母也是很让我触动的点，妈妈撕心裂肺的哭泣，爸爸扮的大熊，每看一次还是会落泪。
火娃,2018-01-20 22:44:40,,3星,10,7/10。韩国电影经常把重点放在受害者的自我拯救上，不作为的公职人员/审判者和施暴者设置很明显的对立，厂长、亲友、同学民众力量的团结是使受害者摆脱困苦煎药的转机；素媛张望树上挂着的风筝被醉汉捡走暗示不幸，黑本子和蝴蝶代表黑暗和希望，给刚出生的弟弟拼了象征放飞伤痛的飞机，都是感人意象。 @2018-01-20 22:44:40
Indecent time,2014-01-27 14:14:13,,2星,55,也许你们会说我没人性，明明是个感人的故事还要挑刺，正能量不好吗什么的，只是我认为既然创作者拿出很多国家不敢拍的故事来拷问社会，就不应该让商业式的煽情做为主打，相反的，比起不停的煽情，对新闻媒体和司法的抨击都是一闪而过，不少的煽情放在＂绝症＂＂撞车＂等变故也一样的跌落，是很大的浪费
李小翠,2013-12-31 08:53:56,,未评分,8,不明白为什么喝醉了就成为轻判的理由了
雨宫萤,2014-01-08 16:43:57,,3星,7,惨绝人寰，判决太可笑，但竟然是真实事件！人类这种宇宙垃圾一般的存在到底什么时候才能灭绝！
大债仔,2016-06-11 00:24:14,,2星,14,不能否认本片的力度，但这样的处理会让人们忽视了问题的本源。
