用户名,评论时间,IP属地,评论分数,有用数量,短评内容
字有節,2017-02-07 16:00:15,,3星,43,我始终无法理解，一部除了故事设定还有些新意的典型商业港产警匪片，怎么就成了经典？演员表现也只是本色，并没有什么惊人的突破，更何况刘伟强作为导演实在是有些力弱，影片缺少一种张力，故事进程也太松散了。即使在无间道三部曲中，第二部整体表现也完胜第一部。三星，不能更多。
小辣椒,2017-03-20 08:07:56,,5星,145,港片巅峰。我爱刘德华，也爱刘建明，
甜椒Oli,2017-03-26 14:59:20,,5星,123,深夜里也曾挣扎动摇 分不清的花海与深渊 转身是死是活自己也不知晓 但愿在我看不见的地方 没有血与悲伤
战国客,2007-06-25 10:21:06,,5星,215,"香港近年来少有的高水准之作,口碑和票房双赢,配得上“经典”二字~~"
M能能M,2017-03-10 10:45:42,,3星,63,电影史的佳话，无法超越
爱幻想的小孩,2015-08-20 09:12:36,,4星,55,只有我觉得没有美版好看吗...黄警官和梁朝伟挂掉时候那任性的配乐，动不动就黑白的闪回，是当观众傻吗。好在所有演员演的都不错，但受不了刘德华那捉急的演技，看着都觉得累。
糖罐子.,2018-06-29 14:36:19,,4星,48,港匪经典。「无间道」的出色在于黑暗与光明的双生，一个从未沉沦，却没有了身份;一个纵使向往阳光，却已经踩在黑暗里，即便想拔出脚来，终会带出淤泥。所有的行为必然留下痕迹，所有的生活皆不由己，白驹过隙，回眸刹那，归路无期;受身无间者永远不死，寿长乃无间地狱中之大劫。
暴富的女孩是我,2017-03-21 10:53:51,,4星,140,很经典的电影，那段天台戏，虽然现在都被玩坏了，但不得不说是教科书一般的存在。
Lan~die,2020-04-22 08:09:28,,4星,52,香港电影救市之作。这片子的成功一大半来自刘德华：创作了初版剧本；没人投资到处求，亏了就扣自己片酬；片场里半个导演 ，比如著名的天台戏；全程参与剪辑，思路是多给刷脸请来的人镜头，自己尽量少点镜头。 刘这个人太完美主义，做十分说两分，不做到完美宁可不署名，于是一直想当导演却一直没当成导演。林家栋为他不平的则是，作为演员，怎么能这样无私。本来更有机会拿影帝，乃至入围最佳导演的，可惜了。
卡比巴拉的海,2017-04-06 15:25:25,,4星,94,香港电影史上永不过时的杰作
不良生,2016-04-13 09:23:19,,5星,178,永远会在我最喜欢的港片榜单前十名里面。
欣欣向荣,2018-03-02 10:29:33,,5星,150,这两个人命运完全不同了，令人唏嘘。年轻时的陈冠希好帅啊，就这样。
圆首的秘书,2016-12-05 23:33:53,,5星,71,黄秋生之死真的…绝了。梁朝伟真的…绝了。刘德华的反转真的…绝了。但不知道为什么，总觉得缺点力度，大概是因为设置的复杂程度远比人物性格高，有些不平衡吧。开头有些《边缘人》，但是随后马上弯道超车，两个卧底的复杂程度一下陡升数倍。
薄荷点点,2022-12-24 13:26:00,福建,5星,68,黑帮老大死了之后的最后20分钟剧情才真正开始高潮迭起，直到最后一幕。👍🏻
貌美如花賈志國,2020-09-05 16:13:50,,5星,66,梁朝偉比劉德華帥多了吧
事儿妈,2016-10-09 16:08:05,,4星,37,一部悲情压片子，“卧底”这个身份注定了隐藏、压抑、危险、时时刻刻警醒、没有真心相交的朋友……当陈永仁遇到刘建明时，不知道他是否有过羡慕，毕竟当年他也是警察训练学校的优秀学员。当遇到前女友和她的女儿时，不知道他心中是否会划过一丝后悔？然而最后他死了，死在了刘建明手上，如果可以重来，
651564165cz,2018-01-15 08:10:59,,4星,53,经典好看，最爱看港片警匪片黑社会
