用户名,评论时间,IP属地,评论分数,有用数量,短评内容
银杏菇靓,2016-12-31 08:39:29,,5星,218,对里面纳粹扫荡犹太区，辛德勒立马山头那段印象很深，那抹全剧中唯一的红色真的让无数人揪起了心。约翰•威廉姆斯的犹太童谣配乐配得太好了，特意去搜了下中文歌词，无论我说错了什么都不要在意，我只想要你好好回来。。
豆瓣panda,2023-10-22 07:22:31,山东,1星,394,作为剧情片很优秀，但是要挂上历史的标签，单独浓墨重彩刻画长河中一个小小的水滴无疑是很可笑的
西楼尘,2015-07-22 23:53:44,,5星,98,这部电影的价值是用影调还原了值得铭记的一段故事，或许经年以后屠杀犹太人从近代史划归到古代史，这场灾难的伤痕逐渐淡却，依然会有后人因这样一部电影记得人类曾有过的仁慈与博爱。黑白影调中红衣小女孩和温暖烛光成为经典，《另一个故乡》也有运用。故事上《钢琴家》后来亦有诠释，但经典值得永恒。
？？？,2023-10-11 18:14:30,广西,1星,445,犹太人不是最惨的，但是一定是最会哭的
三井寿司🍣,2018-01-11 23:58:19,,4星,113,人性的罪恶会被扩大和释放，当你所处的社会无比黑暗，压抑时！
乌鸦·空,2023-10-22 02:28:31,广西,1星,364,几十年后一看，里外里都透着虚伪
向日葵君,2023-10-18 00:27:01,山东,5星,93,这是一部之前一直不敢触碰的作品，因为太沉重了，我不知道自己能不能承受得住。巴以冲突爆发，很多人都在喊“质疑希特勒，理解希特勒，成为希特勒”。有的评论说，在辛德勒后期困难的时候，被他救助的犹太人并未像他就他们时那样不遗余力，并且还指责他不知满足，后面犹太人又拍了这部电影，大赚特赚。我不了解事情的全貌是如何，也没有费心思去搞明白，所以我不能苟同犹太人是恶的，是坏的。不管是当时被迫害的犹太人，还是现在被迫害的巴勒斯坦人，我都会觉得不寒而栗，甚至觉得如果自己特别特别厉害就好了，厉害到能够牺牲自己去换那片地域的宁静和平
momo,2023-10-21 02:24:04,江苏,3星,133,很久以前看过，当时有点半懂不懂，现在也没有再看一遍的冲动。历史果然是由胜利者书写的。
同志亦凡人中文站,2019-01-26 10:34:24,,5星,109,25周年大银幕重映，斯皮尔伯格特地加了一段intro。资本家的但丁神曲。
不够可爱,2023-10-25 00:50:48,四川,4星,147,看完了辛德勒的名单，共情能力超强的我一点都没哭。可能是因为现在的巴勒斯坦人民和当时的犹太人一样惨，一时不知道该不该哭。
注意安全,2023-10-21 07:20:33,山西,3星,121,中规中矩，而且主旨没看懂，辛德勒最后一无所有，犹太人也没说补偿，毕竟他们那么有钱。对比拉贝，辛德勒真是堪称圣母了。
kingfish,2006-03-22 12:46:30,,5星,178,"是经典,都该看一看."
BuWangChuXin,2023-10-24 17:52:38,河北,3星,161,电影还行，但是联系到实际，以色列和巴勒斯坦，就会很别扭
classsk8123,2023-10-20 00:18:08,辽宁,1星,299,电影是好电影，就是没敢拍辛德勒晚年的生活，再次提醒我们放下助人情节，尊重他人命运
心有猛虎,2010-04-08 23:26:41,,5星,178,黑白影像，关乎生命，在每一个长镜头里，都看到生命的跃动
LisaLeung,2008-02-21 21:45:02,,5星,126,美好的人性给我们这个丑恶的世界带来了一点希望。20200926重温。20230506重温。
过度营销是L剧,2023-10-22 09:01:40,四川,5星,138,这部多年前的电影怎么又突然上榜了？回忆一下的确不错👍
保定影帝,2023-10-19 23:08:17,北京,5星,119,经受过苦难的人为什么要把他们经受的苦难施加给别人，犹太人需要反省一下。
52Hz,2023-10-22 07:19:44,美国,5星,137,史上最伟大的电影，颂扬人性的善良与美好，无论是多么黑暗的世界，人性就是光！
火娃,2018-07-13 18:20:03,,5星,69,9/10。辛德勒出场伴随戒指、别针、领带和抽屉里的钱一系列特写，表明是注重细节的人，进入会计的办公室无礼地坐上桌使会计仰望着他，画面中辛德勒占据更大位置，从火车站救出会计时，会计苦苦解释像个可怜虫般挤至画面边缘，此时的辛德眼里只有权力：口头下令采购物品讨好纳粹军官之后，时空转换到犹太工人各地匆忙采购水果、罐头等物品，这组声画对立意在表现犹太人拿工作换命，被辛德勒的权力利用的不平等地位，天空飘舞到车上的骨灰、焚尸堆死掉的红衣姑娘则唤醒辛德勒的人性；阿蒙象征精神分裂下法西斯的残暴，有一场戏他听取辛德勒关于权力的建议，接着照镜子看了一眼女仆修的指甲：他嫉妒辛德勒敢公开亲吻犹太姑娘，克制不了对女仆的爱在地窖殴打她，镜像自我唤醒情欲的杀意，射杀之前赦免的男孩。拿狙击枪扭脖子做早操的日常动作突出人性邪恶面。
柏树下的Zz,2023-10-21 08:31:10,浙江,5星,182,史诗级巨作
粉红猪小妹,2023-10-19 21:40:52,广东,1星,324,当时看到那个有颜色的小孩的时候真的哭了。电影是好电影，人却不是。
鹿斩三,2023-10-20 08:48:49,山东,1星,284,电影和犹太人的现实形成了奇妙的讽刺效果，我愿称之为魔幻现实主义文学的高峰
Ocap,2014-08-30 11:44:11,,5星,53,这是斯皮尔伯格一生最伟大的作品。只是在茫茫受阻抑或被屠杀的犹太人面前，在沧海桑田的历史面前，这依旧是微不足道的一笔，但同时也是它完胜一切赞颂人性作品的原因所在：如同那每一个看不见边界、看不见人群队末的镜头一样，善恶无常，絮絮不止。
豆友Fa-FnSslek,2023-10-14 07:42:51,江西,1星,309,电影拍挺好，但是犹太人不值得同情，自己的伤疤现在完全复刻到巴勒斯坦身上，阿拉伯人的命就不是命吗？
sharon,2017-03-18 21:11:26,,4星,128,佛说救人一命胜造七级浮屠，慈悲的伟大在于重视生命大于利益
亚比煞,2007-07-03 11:38:59,,5星,73,脑中回荡着耶利米哀歌。每一个镜头都撕裂我。
Mr. Infamous,2019-04-14 00:55:35,,5星,56,大银幕前重温这部，真有种避无可避的恐慌，枪支举起，下一秒的肝脑涂地近在眼前。枪子卡住那一幕，也就比惯性的扫射更为可怕。Goeth笑话Schindler，给予他们希望，才是最残忍的。就像红色可以比什么都苍白一样。看到最后他哽咽在别人自由的海洋里，一辆车可以再换十条性命，一个胸章，至少能再活一个啊。人哭软了，矮下去的一刻却比神灵高大。我们看了那么多反思战争的电影，可那么多年了，战争依然不是故纸堆里的鬼故事。三大男主塑造得极其丰满，大大小小的配角，也都在有限的篇幅里赢取了绵长的记忆点。乖戾的Goeth长了Fiennes这张颠倒众生的脸，大特写一个接一个，格外地动山摇。@北影节，天幕，20190413
晚春,2022-01-26 12:51:13,,5星,56,没有二刷《美丽人生》那般剧本工整，但人类历史就是有此残缺一页，救赎在屠杀面前微不足道，人性弧光在罪恶面前莹莹微火，而得以伟大绵延
小乌,2021-12-13 23:33:00,,4星,46,不是很能看出辛德勒转变的心路历程…今天恰好是南京大屠杀公祭日，只是在想，要是把德国人换成日本人，犹太人换成中国人，在大部分日本鬼子杀疯了时有一个日本人突然良心发现救了一千个中国人，多年后某国拍了部电影来反映南京大屠杀的残忍与该日本人的人性犹存…不知道犹太人看了这影片会有什么感觉不得不说，这种文化软实力还是很重要的，要是国人能拍出引起全球人民共情的优秀抗日片，那就是国家公关的一大胜利
冰山李,2010-06-20 18:21:19,,3星,49,其实何必要丑化犹太人来衬托男主角
默默的蘑菇,2017-04-15 09:39:28,,4星,61,全片黑白，那个红色衣服的女孩太亮眼，亮眼得有些刺目。总有人说影片具有长久的意义巴拉巴拉，个人觉得任何东西都有时效性，就像我现在看永远都不会有那个时候人们看时的震撼……
planet1900,2023-10-20 01:24:47,广东,1星,344,掌握宣传机器的重要性，这些戏剧无非是是屠夫脸上的粉面伪装
Doublebitch,2008-07-03 15:06:09,,5星,70,以前不爱看 现在觉得超牛逼
white,2023-10-20 08:18:06,广东,5星,154,但人心不会
leslievision,2021-01-31 21:13:43,,5星,82,印象最深的两个场景：教士跪在地上经历了N次死亡；辛德勒说他的车他的金徽章……
宗教裁判所所長,2023-04-23 07:44:15,广东,1星,129,這部電影我前後看過不止5次，年輕時學識不夠，覺得這部電影十分淒慘，但當我真正從羅馬時代的歷史開始了解歐洲史才意識到一個長期困擾我的問題「為什麼所有描寫屠猶的電影和書籍都不會告訴觀眾是什麼引發屠猶？他們在隱藏什麼？」，人們以為只是納粹在屠猶？太天真了，長達數個世紀以來猶太人在整個歐洲大陸如地底泥般下賤被排擠，他們心裡就沒點逼數？！give me a break motherfucker.
小兔灰灰123,2023-10-14 01:13:29,河南,5星,94,在巴以冲突激烈的今天看这部电影，心情格外复杂
婷婷爱八卦,2017-12-23 06:37:37,,5星,69,看完好激动，总之不管坏人好人手里还是要有钱有权才能肆意
遇见彩虹🌈,2017-11-10 14:06:28,,5星,54,战争中关于人性的思考。
明盼兮,2023-10-13 23:53:01,贵州,2星,303,—2023.10巴以之后突然领悟难怪所有关于“这个主题”的电影都会获得奥斯卡奖，主打一个弱小无助可怜
风满楼,2023-10-19 23:05:21,山东,1星,363,太讽刺了
momo,2023-10-18 00:17:08,河北,2星,420,真讽刺啊
过期蜜糖,2023-10-13 09:01:32,广东,1星,207,屠龙者终成恶龙，与深渊对视久了，也变成了魔鬼。不针对电影本身，只是它作为宣传工具，如今原形毕露。
翦翦随风,2023-10-22 08:22:34,广东,2星,220,n年前看过，讽刺。
