用户名,评论时间,IP属地,评论分数,有用数量,短评内容
🫧,2017-07-31 23:22:20,,1星,181,真•过誉。从来没看一部评分如此高的电影这么失望过。不是看不懂的优秀，是俗套的无趣。无缘无故的爱情，姑娘们无缘无故的钟情，令人呕吐。剧情也是支离破碎莫名其妙。或许抛开开头感情线还可以令人动容，然而爱一个人怎么不需要理由？能看的就只有碎碎念的唐僧和美丽不可方物的朱茵。
抽到2012,2017-04-11 06:29:17,,3星,170,很多年以前就看过，我不觉得有那些人所说的那么经典，我也非常讨厌他们的那些意淫和解构，我认为这就是一部拍的还可以的喜剧，至于其他的部分，我觉得是这些无聊的人过度解构了
小熊娃娃,2009-06-22 23:40:11,,5星,73,★★★★★ [讲堂] 其实真正的命运没那么巧合也没那么简单。
雲染流光山淋靄,2024-01-07 18:08:48,吉林,1星,97,一群被塑造成工具的女人，一场大男子对女性盛大的社会性意淫与自我感动，并向观众展示着他们的自信与高傲。为什么这么说呢，你若要问至尊宝为什么爱她们，大概是她们貌美如花又都爱他至深吧。他连做梦都是要紫霞“飞蛾扑火”才会感动反思，要在他心里留下一滴泪才会忏悔清醒，他又何配说“爱”呢？这部影片里，充斥了男权社会对女性的窥淫与规训。（制作方）要她们貌美，要她们爱他，要以他为世界的中心，要围着他转，要受他言语的侮辱，要她献祭自我，要感化他促他走上正途，要她牺牲成为他人格成长事业有成的垫脚石，只有这样他才会爱她。而他什么都不用为女人付出，女人们就都会要死要活地爱他。她们永远是他的背景板，永远是一个美丽的物件儿，永远是可以被忽略感受的客体。一部严重过誉的电影，一部严重令人感到不适与冒犯的恶俗“经典”。
八月,2018-03-19 19:40:20,,5星,42,永远的至尊宝，永远的紫霞，最爱的星爷，最爱的西游改编，有星爷无厘头的笑点，但也有动情至深的泪点，再回忆起来，依然是其他西游改编不可比拟
lily,2016-11-13 15:09:22,,5星,123,看了不止五遍了，重映亦去了一次。当紫霞说飞蛾就是这么傻，当孙悟空落寞地远走时，掉下泪来。一生所爱的BGM相当地贴合这个情境，朱茵亦在此片中贡献了她最美的样子和最精彩的表演。至尊宝的梦中，常常回荡的，是紫霞出现时的那一片芦苇。可惜只有开头被猜中，时光寥寥略过，结局是遗憾的。
薇羅尼卡,2007-07-25 13:08:06,,5星,165,我的意中人是个盖世英雄，有一天他会踩着五彩祥云来接我。我猜中了前头，但却猜不到那个结局。
小鱼干小饼干,2022-01-29 21:46:59,,1星,139,过度神化的烂片，恶俗无厘头，也不搞笑，碰巧站在时代的浪尖上就飞起来了纯纯的男版白莲花，屌丝yy，还让女人去做慰an妇？呵呵
呆萌小七,2018-03-19 10:44:36,,5星,51,我希望紫霞仙子和至尊宝能在一起长相守！
老鸡｜扶立,2008-01-10 16:45:45,,5星,199,永远的至尊宝……永远的斧头帮……
娜莉梦游仙境,2016-12-31 11:22:53,,5星,46,喜欢这种魔幻剧，至尊宝和紫霞仙子的爱情很美，却不能在一起。紫霞仙子代表一大批女性，都梦想能有个盖世英雄，脚踏七祥彩云来迎接自己！朱茵在剧中真的很美！至尊宝帅气，孙悟空有点丑！
佩奇军士,2020-01-08 23:33:20,,2星,68,低俗的笑料   幼稚的男人  失衡的情感观 混乱的剪辑  被包装起来的“经典”get不到点
amelin,2017-01-02 01:05:06,,5星,43,大学了才在室友的强烈安利下看的。粤语配音看起来有点费劲，不过片子是真的不错。“它好像一条狗啊”现在听起来好像在嘲讽单身狗[😂]星爷那时拍的电影真是很耐看，然而现在……
蓝色啄木鸟,2017-03-22 10:39:52,,5星,43,补标经典，那会看紫霞仙子真的惊为天人，痴情又灵气逼人的女神！
林探惜,2013-02-09 13:14:07,,5星,41,“我的意中人是绝世的大英雄，有一天会在万众瞩目的情况下来娶我，身披金甲圣衣，脚踏七彩祥云。我猜着了开头，却没猜着这结局。”——用成熟的心认真从头到尾看下来，竟然这么容易猛戳泪点一次又一次。贪嗔爱欲的是短暂尘世，无欲无求的是西游。“我不是傻，这叫做理想。”
橘猫爱吃鱼,2018-03-20 07:21:21,,5星,41,一部喜剧片如此地打动观众，太有深意了，不愧是经典之作。
猪大勇,2014-09-26 17:17:39,,4星,43,"我是前几天才看的，无厘头搞笑不能明白这笑点在哪里。最后蛮感动的。不过窝真的不懂为什么至尊宝就爱上紫霞了=,.="
潘半仙,2011-06-05 19:10:22,,4星,23,大量日后被使用的经典台词、造型，无疑这是部优秀电影。从至尊宝到孙悟空的蜕变中，是一个人关于爱情的挣扎和矛盾，从而能引出‘什么是爱？’的思考，而且，电影很聪明的没有告诉我们答案，主题上也另具深意。题外，之前给这部电影打上‘搞笑’、‘喜剧’的标签，现在我全部收回。
biang,2018-03-19 00:31:27,,5星,31,我的意中人是一位盖世英雄，有一天他会身披金甲圣衣，驾着七彩祥云来娶我。————《大话西游之大圣娶亲 》
三十八级台阶,2016-03-27 18:30:45,,2星,77,我一直觉得硬把人生哲理安在这样一部片子上，是赋予了它本没有的深度，给予了它本不该受的荣光。
Panda的影音,2011-11-13 23:56:37,,5星,22,紫霞：我从来都不知道，原来爱一个人是这么痛苦。-- 唐僧：打雷啦，下雨，收衣服啦！（讲到，电影的不足之处，顿时产生了这样的看法：当我真心喜欢上一部电影时，就多少选择忽视、不那么计较它的缺点。电影，如此；人情，亦是如此：爱一个人，并不意味着要喜欢上对方的全部，而是要包容心上人的不足？）—— 2014.06.11：在中国电影资料馆（艺术影院）重温观影。
乱樂,2018-01-12 03:29:52,,5星,53,星爷永远的经典
热心网友方先生,2017-02-05 22:11:36,,5星,30,小时候只是在看搞笑，现在在看一遍。满满的无奈，有很多感慨。不愧是经典之作，看完以后好多画面重现在眼前，至尊宝拔出紫青宝剑那一刻，紫霞拿剑刺向至尊宝那一刻，孙悟空背着金箍棒走出城外的那一刻。这样的结局虽然是不幸的，但世上爱情不就是这样的吗？
爱情海,2017-02-25 14:09:55,,4星,77,星爷的无厘头系列，明明是喜剧，看了却是流泪的，正是所谓的笑着流泪，一个人一生中的爱情可能只有一次，错过了就没了。
吴邪无忧,2016-08-08 15:39:32,,5星,106,经典，还有那句台词“喜欢一个人需要理由吗？需要吗？不需要吗？需要吗？”
叭卦我最懂,2011-06-12 15:25:08,,5星,41,我看到的是一出痛徹心扉的喜劇，而且這樣的戲以後再也不會有了
